total_reward,steps_river,path_length,counts_0miss,counts_1miss,counts_2miss,counts_3miss,wall_clock_time
77.0,0.0,24.0,19.0,2.0,3.0,0.0,0.2692549228668213
85.0,0.0,16.0,13.0,1.0,2.0,0.0,0.1792609691619873
72.0,0.0,29.0,18.0,4.0,4.0,3.0,0.32504796981811523
77.0,0.0,24.0,18.0,1.0,2.0,3.0,0.2693459987640381
77.0,0.0,24.0,17.0,0.0,7.0,0.0,0.2690608501434326
65.0,1.0,27.0,24.0,2.0,1.0,0.0,0.3051300048828125
76.0,0.0,25.0,21.0,2.0,2.0,0.0,0.28064513206481934
77.0,0.0,24.0,21.0,2.0,1.0,0.0,0.27332520484924316
66.0,0.0,35.0,31.0,1.0,2.0,1.0,0.3934440612792969
66.0,0.0,35.0,32.0,1.0,1.0,1.0,0.39391303062438965
77.0,0.0,24.0,20.0,1.0,1.0,2.0,0.2689979076385498
79.0,0.0,22.0,15.0,4.0,1.0,2.0,0.24680304527282715
69.0,0.0,32.0,28.0,0.0,2.0,2.0,0.358644962310791
69.0,0.0,32.0,27.0,2.0,3.0,0.0,0.3602128028869629
81.0,0.0,20.0,16.0,2.0,1.0,1.0,0.225053071975708
72.0,0.0,29.0,25.0,3.0,1.0,0.0,0.32462096214294434
66.0,0.0,35.0,30.0,1.0,4.0,0.0,0.39948368072509766
80.0,0.0,21.0,19.0,2.0,0.0,0.0,0.2364799976348877
78.0,0.0,23.0,17.0,4.0,1.0,1.0,0.2576897144317627
72.0,1.0,20.0,17.0,1.0,2.0,0.0,0.22468304634094238
80.0,0.0,21.0,16.0,3.0,1.0,1.0,0.2360830307006836
75.0,0.0,26.0,18.0,2.0,4.0,2.0,0.2929530143737793
72.0,0.0,29.0,23.0,3.0,3.0,0.0,0.325685977935791
78.0,0.0,23.0,19.0,2.0,1.0,1.0,0.2584700584411621
75.0,0.0,26.0,22.0,3.0,1.0,0.0,0.2914111614227295
72.0,0.0,29.0,19.0,3.0,7.0,0.0,0.3261878490447998
78.0,0.0,23.0,16.0,2.0,5.0,0.0,0.2595970630645752
58.0,0.0,43.0,39.0,2.0,2.0,0.0,0.4826371669769287
66.0,1.0,26.0,22.0,3.0,1.0,0.0,0.29198169708251953
74.0,0.0,27.0,21.0,1.0,5.0,0.0,0.30446910858154297
77.0,0.0,24.0,20.0,0.0,3.0,1.0,0.27059197425842285
52.0,0.0,49.0,34.0,6.0,7.0,2.0,0.5497398376464844
73.0,0.0,28.0,21.0,1.0,4.0,2.0,0.31496667861938477
79.0,0.0,22.0,19.0,2.0,1.0,0.0,0.2462921142578125
71.0,0.0,30.0,27.0,0.0,2.0,1.0,0.33622097969055176
73.0,0.0,28.0,24.0,1.0,3.0,0.0,0.3141801357269287
81.0,0.0,20.0,17.0,1.0,2.0,0.0,0.22428297996520996
61.0,0.0,40.0,37.0,2.0,0.0,1.0,0.4498569965362549
78.0,0.0,23.0,17.0,3.0,2.0,1.0,0.2579669952392578
72.0,0.0,29.0,21.0,4.0,4.0,0.0,0.3254537582397461
69.0,0.0,32.0,20.0,2.0,9.0,1.0,0.35964393615722656
81.0,0.0,20.0,17.0,0.0,2.0,1.0,0.2244257926940918
73.0,0.0,28.0,21.0,3.0,2.0,2.0,0.3139791488647461
83.0,0.0,18.0,15.0,0.0,2.0,1.0,0.20418477058410645
78.0,0.0,23.0,18.0,3.0,2.0,0.0,0.26201581954956055
83.0,0.0,18.0,14.0,1.0,3.0,0.0,0.20246601104736328
77.0,0.0,24.0,16.0,2.0,2.0,4.0,0.2690448760986328
76.0,0.0,25.0,18.0,3.0,4.0,0.0,0.2806739807128906
62.0,1.0,30.0,21.0,3.0,4.0,2.0,0.3361091613769531
77.0,0.0,24.0,21.0,2.0,0.0,1.0,0.2690999507904053
77.0,0.0,24.0,19.0,0.0,4.0,1.0,0.26941895484924316
76.0,0.0,25.0,18.0,5.0,2.0,0.0,0.2800562381744385
47.0,0.0,54.0,51.0,1.0,1.0,1.0,0.6038305759429932
74.0,0.0,27.0,23.0,3.0,1.0,0.0,0.30381202697753906
58.0,1.0,34.0,31.0,2.0,1.0,0.0,0.38809680938720703
74.0,0.0,27.0,21.0,3.0,0.0,3.0,0.3026580810546875
78.0,0.0,23.0,20.0,1.0,1.0,1.0,0.25940918922424316
81.0,0.0,20.0,17.0,1.0,0.0,2.0,0.22533702850341797
64.0,0.0,37.0,31.0,2.0,3.0,1.0,0.41635894775390625
65.0,0.0,36.0,26.0,6.0,3.0,1.0,0.40425705909729004
76.0,0.0,25.0,21.0,1.0,2.0,1.0,0.28090810775756836
80.0,0.0,21.0,18.0,0.0,3.0,0.0,0.23553204536437988
78.0,0.0,23.0,20.0,1.0,2.0,0.0,0.2597489356994629
48.0,0.0,53.0,36.0,8.0,8.0,1.0,0.5942080020904541
76.0,0.0,25.0,22.0,1.0,2.0,0.0,0.2800731658935547
76.0,0.0,25.0,20.0,3.0,1.0,1.0,0.280803918838501
68.0,1.0,24.0,22.0,1.0,1.0,0.0,0.2706899642944336
79.0,0.0,22.0,16.0,3.0,3.0,0.0,0.24782776832580566
77.0,0.0,24.0,19.0,2.0,3.0,0.0,0.26959800720214844
79.0,0.0,22.0,16.0,3.0,2.0,1.0,0.2468552589416504
76.0,0.0,25.0,21.0,0.0,4.0,0.0,0.2808241844177246
70.0,0.0,31.0,27.0,4.0,0.0,0.0,0.3480970859527588
-108.0,10.0,119.0,105.0,6.0,3.0,5.0,1.3379690647125244
61.0,0.0,40.0,32.0,3.0,4.0,1.0,0.4496471881866455
69.0,0.0,32.0,26.0,2.0,2.0,2.0,0.35878825187683105
56.0,1.0,36.0,30.0,3.0,1.0,2.0,0.4064459800720215
66.0,0.0,35.0,32.0,0.0,2.0,1.0,0.3931450843811035
73.0,0.0,28.0,23.0,4.0,1.0,0.0,0.31425976753234863
71.0,0.0,30.0,26.0,2.0,2.0,0.0,0.3371119499206543
72.0,0.0,29.0,26.0,1.0,1.0,1.0,0.32576680183410645
78.0,0.0,23.0,21.0,0.0,1.0,1.0,0.2584350109100342
79.0,0.0,22.0,19.0,1.0,2.0,0.0,0.24702692031860352
82.0,0.0,19.0,15.0,1.0,1.0,2.0,0.21380305290222168
83.0,0.0,18.0,15.0,0.0,2.0,1.0,0.2021651268005371
53.0,2.0,30.0,27.0,1.0,1.0,1.0,0.33787107467651367
74.0,0.0,27.0,21.0,0.0,6.0,0.0,0.3049800395965576
69.0,0.0,32.0,21.0,1.0,5.0,5.0,0.3588290214538574
76.0,0.0,25.0,21.0,1.0,3.0,0.0,0.28093600273132324
78.0,0.0,23.0,19.0,1.0,1.0,2.0,0.26521801948547363
78.0,0.0,23.0,20.0,3.0,0.0,0.0,0.2582669258117676
79.0,0.0,22.0,18.0,4.0,0.0,0.0,0.2478656768798828
64.0,1.0,28.0,24.0,0.0,3.0,1.0,0.31447505950927734
67.0,0.0,34.0,29.0,2.0,3.0,0.0,0.3815481662750244
68.0,0.0,33.0,23.0,6.0,3.0,1.0,0.37061095237731934
65.0,0.0,36.0,32.0,4.0,0.0,0.0,0.4043457508087158
76.0,0.0,25.0,20.0,2.0,3.0,0.0,0.280350923538208
73.0,0.0,28.0,25.0,0.0,3.0,0.0,0.3150629997253418
74.0,0.0,27.0,25.0,1.0,1.0,0.0,0.30507993698120117
77.0,0.0,24.0,20.0,1.0,3.0,0.0,0.27092814445495605
69.0,1.0,23.0,19.0,2.0,2.0,0.0,0.2592310905456543
65.0,1.0,27.0,22.0,3.0,2.0,0.0,0.3053019046783447
77.0,0.0,24.0,20.0,2.0,1.0,1.0,0.2711148262023926
75.0,0.0,26.0,22.0,2.0,1.0,1.0,0.2936418056488037
81.0,0.0,20.0,19.0,1.0,0.0,0.0,0.22626304626464844
78.0,0.0,23.0,18.0,3.0,2.0,0.0,0.2590479850769043
75.0,0.0,26.0,19.0,5.0,1.0,1.0,0.29340267181396484
74.0,0.0,27.0,19.0,3.0,4.0,1.0,0.30271291732788086
70.0,0.0,31.0,21.0,7.0,3.0,0.0,0.3475830554962158
63.0,1.0,29.0,22.0,2.0,4.0,1.0,0.32566404342651367
74.0,0.0,27.0,22.0,1.0,1.0,3.0,0.3029301166534424
73.0,0.0,28.0,25.0,0.0,3.0,0.0,0.31441497802734375
74.0,0.0,27.0,22.0,3.0,1.0,1.0,0.30212998390197754
72.0,0.0,29.0,21.0,5.0,2.0,1.0,0.3247342109680176
76.0,0.0,25.0,22.0,1.0,1.0,1.0,0.2794921398162842
75.0,0.0,26.0,23.0,0.0,2.0,1.0,0.2909998893737793
31.0,1.0,61.0,28.0,14.0,17.0,2.0,0.6827566623687744
72.0,0.0,29.0,26.0,1.0,1.0,1.0,0.32459282875061035
71.0,0.0,30.0,25.0,1.0,2.0,2.0,0.3366701602935791
74.0,0.0,27.0,20.0,4.0,3.0,0.0,0.30297422409057617
73.0,0.0,28.0,23.0,4.0,1.0,0.0,0.3133432865142822
41.0,0.0,60.0,44.0,5.0,9.0,2.0,0.6733181476593018
39.0,0.0,62.0,55.0,2.0,2.0,3.0,0.6995327472686768
75.0,0.0,26.0,21.0,2.0,3.0,0.0,0.2984130382537842
69.0,0.0,32.0,27.0,0.0,3.0,2.0,0.3607151508331299
57.0,0.0,44.0,41.0,2.0,1.0,0.0,0.4945211410522461
80.0,0.0,21.0,18.0,2.0,0.0,1.0,0.23555397987365723
80.0,0.0,21.0,18.0,1.0,2.0,0.0,0.23616886138916016
71.0,0.0,30.0,25.0,3.0,1.0,1.0,0.3381621837615967
79.0,0.0,22.0,19.0,2.0,1.0,0.0,0.24761605262756348
75.0,0.0,26.0,20.0,2.0,3.0,1.0,0.29239702224731445
78.0,0.0,23.0,18.0,0.0,3.0,2.0,0.258958101272583
58.0,0.0,43.0,31.0,7.0,2.0,3.0,0.4841878414154053
71.0,0.0,30.0,25.0,4.0,1.0,0.0,0.33693504333496094
72.0,0.0,29.0,26.0,0.0,1.0,2.0,0.3258988857269287
77.0,0.0,24.0,20.0,3.0,1.0,0.0,0.26865386962890625
82.0,0.0,19.0,17.0,0.0,1.0,1.0,0.21458816528320312
80.0,0.0,21.0,17.0,2.0,2.0,0.0,0.2356548309326172
58.0,0.0,43.0,24.0,9.0,6.0,4.0,0.48352909088134766
77.0,0.0,24.0,20.0,3.0,0.0,1.0,0.26921820640563965
35.0,1.0,57.0,30.0,10.0,13.0,4.0,0.6414079666137695
69.0,0.0,32.0,21.0,6.0,4.0,1.0,0.35890722274780273
77.0,0.0,24.0,20.0,4.0,0.0,0.0,0.2700188159942627
83.0,0.0,18.0,14.0,0.0,4.0,0.0,0.20259690284729004
83.0,0.0,18.0,17.0,0.0,1.0,0.0,0.20188069343566895
72.0,0.0,29.0,19.0,5.0,4.0,1.0,0.3262958526611328
73.0,0.0,28.0,22.0,2.0,3.0,1.0,0.318281888961792
75.0,0.0,26.0,18.0,2.0,4.0,2.0,0.29443788528442383
59.0,0.0,42.0,26.0,7.0,8.0,1.0,0.47515106201171875
80.0,0.0,21.0,17.0,1.0,2.0,1.0,0.23664307594299316
74.0,0.0,27.0,23.0,1.0,3.0,0.0,0.30339479446411133
77.0,0.0,24.0,17.0,4.0,3.0,0.0,0.2697019577026367
76.0,0.0,25.0,19.0,2.0,3.0,1.0,0.28081202507019043
77.0,0.0,24.0,20.0,1.0,2.0,1.0,0.2701709270477295
60.0,1.0,32.0,24.0,2.0,5.0,1.0,0.3605921268463135
73.0,0.0,28.0,20.0,5.0,3.0,0.0,0.31360483169555664
66.0,0.0,35.0,30.0,1.0,4.0,0.0,0.39323902130126953
79.0,0.0,22.0,17.0,0.0,4.0,1.0,0.24782514572143555
78.0,0.0,23.0,19.0,1.0,3.0,0.0,0.2582430839538574
73.0,0.0,28.0,23.0,3.0,2.0,0.0,0.31485509872436523
73.0,0.0,28.0,23.0,0.0,4.0,1.0,0.32058072090148926
72.0,0.0,29.0,24.0,2.0,1.0,2.0,0.32503676414489746
79.0,0.0,22.0,17.0,2.0,3.0,0.0,0.24841809272766113
76.0,0.0,25.0,20.0,3.0,2.0,0.0,0.2808036804199219
74.0,0.0,27.0,21.0,2.0,2.0,2.0,0.30315208435058594
79.0,0.0,22.0,19.0,1.0,1.0,1.0,0.2472062110900879
74.0,0.0,27.0,22.0,3.0,0.0,2.0,0.302325963973999
79.0,0.0,22.0,19.0,2.0,0.0,1.0,0.24602389335632324
79.0,0.0,22.0,17.0,3.0,2.0,0.0,0.2464148998260498
75.0,0.0,26.0,21.0,4.0,0.0,1.0,0.29068899154663086
80.0,0.0,21.0,18.0,2.0,0.0,1.0,0.2351980209350586
74.0,0.0,27.0,22.0,3.0,2.0,0.0,0.3026900291442871
79.0,0.0,22.0,17.0,1.0,2.0,2.0,0.2470231056213379
76.0,0.0,25.0,21.0,2.0,1.0,1.0,0.2820091247558594
78.0,0.0,23.0,17.0,1.0,5.0,0.0,0.25818300247192383
79.0,0.0,22.0,17.0,1.0,4.0,0.0,0.24663901329040527
83.0,0.0,18.0,15.0,2.0,1.0,0.0,0.20183396339416504
77.0,0.0,24.0,21.0,0.0,1.0,2.0,0.2687857151031494
77.0,0.0,24.0,19.0,1.0,4.0,0.0,0.27088499069213867
78.0,0.0,23.0,18.0,1.0,3.0,1.0,0.2597310543060303
79.0,0.0,22.0,19.0,1.0,2.0,0.0,0.24776506423950195
72.0,0.0,29.0,23.0,2.0,4.0,0.0,0.3271808624267578
78.0,0.0,23.0,20.0,2.0,1.0,0.0,0.2609837055206299
78.0,0.0,23.0,18.0,2.0,1.0,2.0,0.2592940330505371
71.0,0.0,30.0,24.0,0.0,6.0,0.0,0.3382909297943115
77.0,0.0,24.0,18.0,0.0,5.0,1.0,0.27227306365966797
74.0,0.0,27.0,23.0,2.0,1.0,1.0,0.3029639720916748
64.0,0.0,37.0,19.0,6.0,11.0,1.0,0.4152681827545166
80.0,0.0,21.0,18.0,1.0,2.0,0.0,0.2362198829650879
78.0,0.0,23.0,20.0,2.0,1.0,0.0,0.2582089900970459
75.0,0.0,26.0,22.0,1.0,3.0,0.0,0.2918281555175781
77.0,0.0,24.0,22.0,2.0,0.0,0.0,0.2707939147949219
79.0,0.0,22.0,16.0,4.0,1.0,1.0,0.24703121185302734
82.0,0.0,19.0,16.0,1.0,0.0,2.0,0.2131052017211914
79.0,0.0,22.0,19.0,1.0,1.0,1.0,0.24677109718322754
77.0,0.0,24.0,17.0,5.0,1.0,1.0,0.2700388431549072
73.0,0.0,28.0,24.0,0.0,3.0,1.0,0.3148791790008545
74.0,0.0,27.0,18.0,6.0,3.0,0.0,0.3025400638580322
70.0,0.0,31.0,27.0,1.0,3.0,0.0,0.34784483909606934
78.0,0.0,23.0,17.0,3.0,3.0,0.0,0.258267879486084
66.0,0.0,35.0,21.0,6.0,8.0,0.0,0.3917570114135742
77.0,0.0,24.0,17.0,2.0,5.0,0.0,0.2750682830810547
82.0,0.0,19.0,17.0,1.0,0.0,1.0,0.2122950553894043
75.0,0.0,26.0,23.0,1.0,1.0,1.0,0.29202771186828613
74.0,0.0,27.0,19.0,4.0,3.0,1.0,0.3024888038635254
68.0,0.0,33.0,28.0,3.0,2.0,0.0,0.37016987800598145
77.0,0.0,24.0,18.0,2.0,4.0,0.0,0.2687339782714844
77.0,0.0,24.0,21.0,3.0,0.0,0.0,0.27002882957458496
76.0,0.0,25.0,22.0,1.0,2.0,0.0,0.2809109687805176
72.0,0.0,29.0,23.0,3.0,3.0,0.0,0.3271758556365967
64.0,0.0,37.0,24.0,8.0,5.0,0.0,0.4188060760498047
80.0,0.0,21.0,18.0,0.0,2.0,1.0,0.2370917797088623
76.0,0.0,25.0,22.0,1.0,2.0,0.0,0.28142881393432617
73.0,0.0,28.0,23.0,2.0,3.0,0.0,0.31462907791137695
78.0,0.0,23.0,19.0,2.0,1.0,1.0,0.26022815704345703
73.0,0.0,28.0,26.0,1.0,0.0,1.0,0.3141357898712158
59.0,1.0,33.0,30.0,3.0,0.0,0.0,0.3702659606933594
76.0,0.0,25.0,22.0,1.0,1.0,1.0,0.28012514114379883
71.0,0.0,30.0,22.0,6.0,1.0,1.0,0.33719682693481445
77.0,0.0,24.0,20.0,1.0,3.0,0.0,0.26900196075439453
76.0,0.0,25.0,23.0,0.0,1.0,1.0,0.2801520824432373
76.0,0.0,25.0,20.0,2.0,2.0,1.0,0.2818760871887207
71.0,0.0,30.0,26.0,1.0,3.0,0.0,0.3393738269805908
76.0,0.0,25.0,21.0,0.0,3.0,1.0,0.2821037769317627
66.0,1.0,26.0,21.0,1.0,4.0,0.0,0.29170680046081543
68.0,0.0,33.0,29.0,3.0,1.0,0.0,0.37082600593566895
77.0,0.0,24.0,20.0,0.0,4.0,0.0,0.26939988136291504
77.0,0.0,24.0,20.0,2.0,1.0,1.0,0.270111083984375
68.0,0.0,33.0,28.0,3.0,2.0,0.0,0.3696880340576172
76.0,0.0,25.0,20.0,2.0,2.0,1.0,0.2808799743652344
58.0,1.0,34.0,31.0,2.0,1.0,0.0,0.3821089267730713
66.0,0.0,35.0,32.0,1.0,2.0,0.0,0.3922140598297119
70.0,0.0,31.0,25.0,3.0,2.0,1.0,0.34758520126342773
51.0,0.0,50.0,31.0,10.0,9.0,0.0,0.5639479160308838
71.0,0.0,30.0,26.0,2.0,2.0,0.0,0.3395867347717285
73.0,0.0,28.0,19.0,5.0,3.0,1.0,0.3164536952972412
68.0,0.0,33.0,22.0,5.0,4.0,2.0,0.37356019020080566
