total_reward,steps_river,num_steps,counts_0miss,counts_1miss,counts_2miss,counts_3miss,wall_clock_time
69.0,2.0,14.0,0.0,6.0,6.0,2.0,0.44960999488830566
68.0,2.0,15.0,3.0,7.0,4.0,1.0,0.4742720127105713
83.0,1.0,9.0,0.0,6.0,2.0,1.0,0.2856879234313965
42.0,5.0,14.0,0.0,4.0,4.0,6.0,0.45198702812194824
63.0,3.0,11.0,1.0,4.0,6.0,0.0,0.350053071975708
82.0,1.0,10.0,0.0,3.0,6.0,1.0,0.3202800750732422
71.0,2.0,12.0,2.0,4.0,5.0,1.0,0.38108301162719727
77.0,1.0,15.0,1.0,7.0,5.0,2.0,0.47498083114624023
54.0,3.0,20.0,3.0,7.0,9.0,1.0,0.6336281299591064
80.0,1.0,12.0,1.0,4.0,6.0,1.0,0.38166189193725586
91.0,0.0,10.0,1.0,4.0,2.0,3.0,0.3195919990539551
73.0,2.0,10.0,0.0,3.0,4.0,3.0,0.3211040496826172
85.0,1.0,7.0,1.0,2.0,3.0,1.0,0.2235879898071289
56.0,3.0,18.0,3.0,2.0,10.0,3.0,0.5732858180999756
64.0,3.0,10.0,2.0,5.0,3.0,0.0,0.3156299591064453
82.0,1.0,10.0,2.0,1.0,6.0,1.0,0.318356990814209
52.0,4.0,13.0,0.0,6.0,5.0,2.0,0.4136922359466553
83.0,1.0,9.0,2.0,1.0,6.0,0.0,0.2851829528808594
61.0,3.0,13.0,1.0,5.0,5.0,2.0,0.4126441478729248
19.0,7.0,19.0,2.0,8.0,6.0,3.0,0.6041131019592285
70.0,2.0,13.0,2.0,5.0,3.0,3.0,0.4146087169647217
73.0,2.0,10.0,1.0,6.0,2.0,1.0,0.3159949779510498
73.0,2.0,10.0,3.0,2.0,4.0,1.0,0.31685304641723633
56.0,4.0,9.0,0.0,4.0,3.0,2.0,0.2887759208679199
74.0,2.0,9.0,1.0,2.0,5.0,1.0,0.28531813621520996
82.0,1.0,10.0,0.0,7.0,2.0,1.0,0.3188648223876953
62.0,3.0,12.0,0.0,5.0,7.0,0.0,0.38176488876342773
73.0,2.0,10.0,1.0,2.0,3.0,4.0,0.32062220573425293
52.0,4.0,13.0,0.0,7.0,5.0,1.0,0.41286802291870117
82.0,1.0,10.0,2.0,3.0,3.0,2.0,0.31759119033813477
73.0,2.0,10.0,0.0,4.0,6.0,0.0,0.31752920150756836
72.0,2.0,11.0,1.0,5.0,3.0,2.0,0.3501250743865967
75.0,2.0,8.0,1.0,4.0,2.0,1.0,0.25342416763305664
84.0,1.0,8.0,2.0,1.0,4.0,1.0,0.2535669803619385
71.0,2.0,12.0,3.0,6.0,2.0,1.0,0.3799171447753906
75.0,2.0,8.0,1.0,4.0,2.0,1.0,0.25409507751464844
85.0,1.0,7.0,1.0,4.0,1.0,1.0,0.22133898735046387
83.0,1.0,9.0,0.0,6.0,3.0,0.0,0.28499412536621094
85.0,1.0,7.0,2.0,2.0,2.0,1.0,0.2222740650177002
75.0,2.0,8.0,2.0,4.0,1.0,1.0,0.2529318332672119
80.0,1.0,12.0,3.0,4.0,4.0,1.0,0.3777179718017578
64.0,3.0,10.0,1.0,3.0,3.0,3.0,0.3200409412384033
65.0,3.0,9.0,1.0,3.0,3.0,2.0,0.2870821952819824
93.0,0.0,8.0,1.0,4.0,2.0,1.0,0.2535591125488281
85.0,1.0,7.0,2.0,3.0,1.0,1.0,0.22007989883422852
69.0,2.0,14.0,2.0,7.0,3.0,2.0,0.4450697898864746
74.0,2.0,9.0,3.0,2.0,4.0,0.0,0.2837047576904297
76.0,2.0,7.0,1.0,4.0,2.0,0.0,0.22089314460754395
76.0,2.0,7.0,0.0,3.0,2.0,2.0,0.22488093376159668
62.0,3.0,12.0,3.0,4.0,4.0,1.0,0.3795583248138428
74.0,2.0,9.0,1.0,3.0,5.0,0.0,0.28443288803100586
84.0,1.0,8.0,0.0,3.0,2.0,3.0,0.25709104537963867
72.0,2.0,11.0,1.0,3.0,3.0,4.0,0.35121893882751465
76.0,2.0,7.0,0.0,3.0,3.0,1.0,0.22323107719421387
76.0,2.0,7.0,1.0,4.0,1.0,1.0,0.220991849899292
66.0,3.0,8.0,1.0,3.0,2.0,2.0,0.2546970844268799
85.0,1.0,7.0,2.0,3.0,1.0,1.0,0.22237396240234375
76.0,2.0,7.0,0.0,3.0,3.0,1.0,0.2243788242340088
64.0,3.0,10.0,0.0,3.0,5.0,2.0,0.3200678825378418
30.0,6.0,17.0,1.0,6.0,9.0,1.0,0.5378837585449219
65.0,3.0,9.0,1.0,4.0,4.0,0.0,0.2860598564147949
65.0,3.0,9.0,2.0,4.0,2.0,1.0,0.28499293327331543
75.0,2.0,8.0,2.0,2.0,2.0,2.0,0.2537539005279541
70.0,2.0,13.0,1.0,6.0,6.0,0.0,0.41565585136413574
71.0,2.0,12.0,2.0,3.0,6.0,1.0,0.3814840316772461
64.0,3.0,10.0,0.0,5.0,3.0,2.0,0.32012081146240234
85.0,1.0,7.0,2.0,3.0,2.0,0.0,0.21971607208251953
73.0,2.0,10.0,0.0,4.0,4.0,2.0,0.32071614265441895
79.0,1.0,13.0,1.0,6.0,3.0,3.0,0.4150702953338623
85.0,1.0,7.0,1.0,2.0,4.0,0.0,0.2217390537261963
67.0,3.0,7.0,1.0,4.0,1.0,1.0,0.22252631187438965
84.0,1.0,8.0,1.0,3.0,2.0,2.0,0.2550501823425293
58.0,3.0,16.0,4.0,4.0,5.0,3.0,0.5072078704833984
74.0,2.0,9.0,0.0,3.0,6.0,0.0,0.28574705123901367
84.0,1.0,8.0,0.0,6.0,1.0,1.0,0.25386595726013184
85.0,1.0,7.0,1.0,1.0,5.0,0.0,0.2204740047454834
84.0,1.0,8.0,0.0,1.0,6.0,1.0,0.254993200302124
81.0,1.0,11.0,2.0,6.0,2.0,1.0,0.34874606132507324
85.0,1.0,7.0,2.0,3.0,2.0,0.0,0.21991515159606934
76.0,2.0,7.0,0.0,1.0,4.0,2.0,0.22553110122680664
76.0,2.0,7.0,1.0,4.0,1.0,1.0,0.22186493873596191
83.0,1.0,9.0,2.0,4.0,3.0,0.0,0.28426599502563477
54.0,4.0,11.0,0.0,5.0,4.0,2.0,0.3502070903778076
73.0,2.0,10.0,1.0,5.0,3.0,1.0,0.3185100555419922
64.0,3.0,10.0,3.0,5.0,0.0,2.0,0.3167459964752197
66.0,3.0,8.0,1.0,2.0,3.0,2.0,0.25519418716430664
84.0,1.0,8.0,1.0,3.0,4.0,0.0,0.25507187843322754
46.0,5.0,10.0,0.0,3.0,5.0,2.0,0.31928014755249023
65.0,3.0,9.0,0.0,4.0,3.0,2.0,0.2878689765930176
54.0,4.0,11.0,2.0,4.0,3.0,2.0,0.34926390647888184
75.0,2.0,8.0,1.0,3.0,3.0,1.0,0.25435781478881836
76.0,2.0,7.0,1.0,4.0,2.0,0.0,0.22144103050231934
64.0,3.0,10.0,0.0,7.0,2.0,1.0,0.31700611114501953
81.0,1.0,11.0,3.0,3.0,2.0,3.0,0.34816908836364746
76.0,2.0,7.0,0.0,2.0,3.0,2.0,0.22358489036560059
85.0,1.0,7.0,0.0,4.0,2.0,1.0,0.2214219570159912
83.0,1.0,9.0,1.0,4.0,4.0,0.0,0.2861039638519287
65.0,3.0,9.0,4.0,3.0,2.0,0.0,0.2847249507904053
74.0,2.0,9.0,0.0,3.0,6.0,0.0,0.28764796257019043
84.0,1.0,8.0,1.0,3.0,3.0,1.0,0.25375795364379883
76.0,2.0,7.0,0.0,3.0,4.0,0.0,0.22412705421447754
54.0,4.0,11.0,1.0,4.0,1.0,5.0,0.3542897701263428
76.0,2.0,7.0,3.0,2.0,1.0,1.0,0.22089290618896484
76.0,2.0,7.0,0.0,3.0,4.0,0.0,0.22338104248046875
81.0,1.0,11.0,2.0,2.0,5.0,2.0,0.353043794631958
76.0,2.0,7.0,0.0,5.0,2.0,0.0,0.2218928337097168
80.0,1.0,12.0,2.0,4.0,4.0,2.0,0.3820500373840332
85.0,1.0,7.0,1.0,4.0,0.0,2.0,0.2254011631011963
66.0,3.0,8.0,1.0,3.0,3.0,1.0,0.2552449703216553
67.0,3.0,7.0,1.0,1.0,4.0,1.0,0.22272706031799316
75.0,2.0,8.0,2.0,2.0,3.0,1.0,0.2531611919403076
80.0,1.0,12.0,3.0,3.0,5.0,1.0,0.37938714027404785
64.0,3.0,10.0,3.0,3.0,3.0,1.0,0.31514906883239746
73.0,2.0,10.0,2.0,6.0,2.0,0.0,0.3147730827331543
55.0,4.0,10.0,3.0,2.0,5.0,0.0,0.3162522315979004
91.0,0.0,10.0,0.0,6.0,3.0,1.0,0.3185999393463135
82.0,1.0,10.0,2.0,1.0,4.0,3.0,0.318634033203125
65.0,3.0,9.0,0.0,3.0,5.0,1.0,0.28737807273864746
75.0,2.0,8.0,2.0,1.0,4.0,1.0,0.2547340393066406
75.0,2.0,8.0,2.0,1.0,4.0,1.0,0.25557804107666016
65.0,3.0,9.0,0.0,4.0,5.0,0.0,0.2852160930633545
75.0,2.0,8.0,0.0,5.0,2.0,1.0,0.254605770111084
83.0,1.0,9.0,1.0,5.0,3.0,0.0,0.283858060836792
74.0,2.0,9.0,1.0,4.0,2.0,2.0,0.2872319221496582
93.0,0.0,8.0,2.0,2.0,4.0,0.0,0.2523789405822754
71.0,2.0,12.0,1.0,6.0,3.0,2.0,0.3838012218475342
84.0,1.0,8.0,2.0,2.0,4.0,0.0,0.2527320384979248
83.0,1.0,9.0,0.0,2.0,6.0,1.0,0.2875051498413086
74.0,2.0,9.0,0.0,3.0,6.0,0.0,0.2857778072357178
68.0,2.0,15.0,0.0,7.0,6.0,2.0,0.4803762435913086
82.0,1.0,10.0,1.0,3.0,6.0,0.0,0.3204221725463867
83.0,1.0,9.0,2.0,3.0,3.0,1.0,0.289125919342041
76.0,2.0,7.0,0.0,4.0,2.0,1.0,0.22406792640686035
76.0,2.0,7.0,2.0,2.0,1.0,2.0,0.22323298454284668
84.0,1.0,8.0,1.0,3.0,3.0,1.0,0.25264501571655273
54.0,4.0,11.0,1.0,5.0,4.0,1.0,0.3502540588378906
64.0,3.0,10.0,0.0,5.0,3.0,2.0,0.3202550411224365
92.0,0.0,9.0,2.0,1.0,5.0,1.0,0.2868502140045166
75.0,2.0,8.0,0.0,4.0,3.0,1.0,0.2556459903717041
74.0,2.0,9.0,0.0,5.0,3.0,1.0,0.2881619930267334
74.0,2.0,9.0,1.0,4.0,3.0,1.0,0.28708815574645996
63.0,3.0,11.0,0.0,5.0,5.0,1.0,0.35207200050354004
65.0,3.0,9.0,1.0,4.0,3.0,1.0,0.2875361442565918
64.0,3.0,10.0,1.0,5.0,3.0,1.0,0.31848978996276855
71.0,2.0,12.0,2.0,4.0,5.0,1.0,0.3807191848754883
64.0,3.0,10.0,0.0,6.0,3.0,1.0,0.31894922256469727
76.0,2.0,7.0,1.0,3.0,2.0,1.0,0.22384190559387207
84.0,1.0,8.0,1.0,4.0,2.0,1.0,0.25469517707824707
81.0,1.0,11.0,2.0,2.0,5.0,2.0,0.3513479232788086
76.0,2.0,7.0,0.0,4.0,1.0,2.0,0.22333788871765137
55.0,4.0,10.0,2.0,1.0,6.0,1.0,0.31908679008483887
73.0,2.0,10.0,0.0,3.0,7.0,0.0,0.3196239471435547
90.0,0.0,11.0,0.0,4.0,6.0,1.0,0.3504769802093506
79.0,1.0,13.0,2.0,6.0,4.0,1.0,0.41228723526000977
66.0,3.0,8.0,1.0,2.0,5.0,0.0,0.2541368007659912
65.0,3.0,9.0,0.0,3.0,5.0,1.0,0.2869269847869873
76.0,2.0,7.0,2.0,3.0,2.0,0.0,0.22002315521240234
75.0,2.0,8.0,1.0,5.0,1.0,1.0,0.2629060745239258
69.0,1.0,23.0,2.0,8.0,11.0,2.0,0.7337148189544678
75.0,2.0,8.0,2.0,4.0,1.0,1.0,0.25426816940307617
84.0,1.0,8.0,2.0,1.0,3.0,2.0,0.25487613677978516
55.0,4.0,10.0,2.0,5.0,3.0,0.0,0.31666111946105957
67.0,3.0,7.0,2.0,3.0,2.0,0.0,0.22211384773254395
83.0,1.0,9.0,0.0,6.0,1.0,2.0,0.29020190238952637
83.0,1.0,9.0,1.0,5.0,1.0,2.0,0.28827500343322754
74.0,2.0,9.0,1.0,3.0,5.0,0.0,0.28516411781311035
85.0,1.0,7.0,0.0,3.0,3.0,1.0,0.22547507286071777
84.0,1.0,8.0,1.0,4.0,3.0,0.0,0.2547430992126465
63.0,3.0,11.0,0.0,3.0,8.0,0.0,0.3509330749511719
66.0,3.0,8.0,0.0,3.0,4.0,1.0,0.2556579113006592
67.0,3.0,7.0,1.0,5.0,1.0,0.0,0.22063207626342773
85.0,1.0,7.0,0.0,3.0,3.0,1.0,0.22362899780273438
71.0,2.0,12.0,0.0,4.0,5.0,3.0,0.38536715507507324
64.0,3.0,10.0,1.0,4.0,3.0,2.0,0.3198740482330322
74.0,2.0,9.0,1.0,3.0,4.0,1.0,0.2896909713745117
74.0,2.0,9.0,1.0,3.0,3.0,2.0,0.2877790927886963
85.0,1.0,7.0,2.0,2.0,2.0,1.0,0.2230379581451416
73.0,2.0,10.0,1.0,3.0,3.0,3.0,0.32087135314941406
66.0,3.0,8.0,3.0,1.0,3.0,1.0,0.2548990249633789
90.0,0.0,11.0,0.0,7.0,4.0,0.0,0.3483588695526123
64.0,3.0,10.0,1.0,4.0,1.0,4.0,0.3210010528564453
54.0,4.0,11.0,1.0,5.0,5.0,0.0,0.34855198860168457
65.0,3.0,9.0,0.0,3.0,4.0,2.0,0.2881598472595215
73.0,2.0,10.0,1.0,3.0,6.0,0.0,0.3177180290222168
76.0,2.0,7.0,0.0,4.0,3.0,0.0,0.2223520278930664
76.0,2.0,7.0,1.0,3.0,3.0,0.0,0.22180485725402832
90.0,0.0,11.0,3.0,5.0,3.0,0.0,0.3465907573699951
84.0,1.0,8.0,0.0,4.0,1.0,3.0,0.2576730251312256
75.0,2.0,8.0,0.0,2.0,5.0,1.0,0.25647902488708496
75.0,2.0,8.0,0.0,6.0,2.0,0.0,0.25339794158935547
72.0,2.0,11.0,1.0,4.0,4.0,2.0,0.35091090202331543
65.0,3.0,9.0,1.0,2.0,5.0,1.0,0.28828907012939453
65.0,3.0,9.0,2.0,4.0,2.0,1.0,0.28497838973999023
66.0,3.0,8.0,0.0,3.0,3.0,2.0,0.2560551166534424
84.0,1.0,8.0,0.0,4.0,3.0,1.0,0.2560610771179199
85.0,1.0,7.0,2.0,4.0,1.0,0.0,0.22069978713989258
42.0,5.0,14.0,2.0,7.0,4.0,1.0,0.4431729316711426
84.0,1.0,8.0,2.0,2.0,3.0,1.0,0.25391197204589844
52.0,4.0,13.0,2.0,2.0,4.0,5.0,0.4168550968170166
43.0,5.0,13.0,1.0,6.0,6.0,0.0,0.41326212882995605
73.0,2.0,10.0,3.0,2.0,4.0,1.0,0.3166019916534424
75.0,2.0,8.0,0.0,2.0,6.0,0.0,0.25481486320495605
56.0,4.0,9.0,1.0,2.0,5.0,1.0,0.2874307632446289
74.0,2.0,9.0,1.0,2.0,4.0,2.0,0.28871703147888184
67.0,3.0,7.0,1.0,4.0,2.0,0.0,0.22256898880004883
64.0,3.0,10.0,1.0,3.0,5.0,1.0,0.3192331790924072
67.0,2.0,16.0,2.0,8.0,5.0,1.0,0.5081081390380859
65.0,3.0,9.0,0.0,2.0,4.0,3.0,0.2886772155761719
65.0,3.0,9.0,4.0,2.0,3.0,0.0,0.2837538719177246
56.0,4.0,9.0,1.0,5.0,2.0,1.0,0.28705906867980957
75.0,2.0,8.0,1.0,5.0,1.0,1.0,0.25360703468322754
85.0,1.0,7.0,1.0,2.0,3.0,1.0,0.22281908988952637
66.0,3.0,8.0,1.0,3.0,3.0,1.0,0.25438380241394043
75.0,2.0,8.0,1.0,2.0,4.0,1.0,0.2548952102661133
66.0,3.0,8.0,1.0,4.0,2.0,1.0,0.2594578266143799
82.0,1.0,10.0,2.0,4.0,3.0,1.0,0.3180668354034424
82.0,1.0,10.0,0.0,4.0,5.0,1.0,0.3196239471435547
67.0,3.0,7.0,1.0,3.0,2.0,1.0,0.22295880317687988
87.0,0.0,14.0,4.0,7.0,3.0,0.0,0.4407811164855957
70.0,2.0,13.0,3.0,6.0,3.0,1.0,0.41040682792663574
79.0,1.0,13.0,3.0,2.0,8.0,0.0,0.4123690128326416
83.0,1.0,9.0,1.0,4.0,2.0,2.0,0.2870819568634033
74.0,2.0,9.0,1.0,5.0,3.0,0.0,0.283923864364624
66.0,3.0,8.0,1.0,2.0,5.0,0.0,0.25423598289489746
67.0,3.0,7.0,1.0,2.0,3.0,1.0,0.22266888618469238
84.0,1.0,8.0,1.0,4.0,3.0,0.0,0.2537992000579834
64.0,3.0,10.0,0.0,5.0,4.0,1.0,0.31789112091064453
82.0,1.0,10.0,0.0,3.0,5.0,2.0,0.3204500675201416
59.0,3.0,15.0,2.0,7.0,3.0,3.0,0.47873783111572266
83.0,1.0,9.0,0.0,4.0,3.0,2.0,0.2885429859161377
83.0,1.0,9.0,1.0,3.0,5.0,0.0,0.2866508960723877
82.0,1.0,10.0,2.0,1.0,6.0,1.0,0.3182828426361084
63.0,3.0,11.0,3.0,4.0,3.0,1.0,0.3477940559387207
73.0,2.0,10.0,1.0,3.0,5.0,1.0,0.31954312324523926
69.0,2.0,14.0,2.0,5.0,6.0,1.0,0.443911075592041
82.0,1.0,10.0,3.0,4.0,3.0,0.0,0.31568217277526855
73.0,2.0,10.0,1.0,4.0,4.0,1.0,0.3188169002532959
64.0,3.0,10.0,1.0,2.0,5.0,2.0,0.3192169666290283
74.0,2.0,9.0,2.0,2.0,5.0,0.0,0.2838101387023926
64.0,3.0,10.0,2.0,4.0,2.0,2.0,0.31786203384399414
71.0,2.0,12.0,0.0,3.0,7.0,2.0,0.3826930522918701
72.0,2.0,11.0,3.0,6.0,2.0,0.0,0.3453850746154785
84.0,1.0,8.0,0.0,4.0,4.0,0.0,0.25453805923461914
59.0,2.0,24.0,7.0,6.0,9.0,2.0,0.7572500705718994
76.0,1.0,16.0,4.0,5.0,4.0,3.0,0.5082581043243408
71.0,2.0,12.0,4.0,5.0,2.0,1.0,0.379119873046875
54.0,4.0,11.0,0.0,6.0,4.0,1.0,0.34900808334350586
74.0,2.0,9.0,0.0,3.0,4.0,2.0,0.2891361713409424
74.0,2.0,9.0,1.0,4.0,3.0,1.0,0.28681015968322754
54.0,4.0,11.0,2.0,4.0,2.0,3.0,0.35301995277404785
83.0,1.0,9.0,1.0,3.0,3.0,2.0,0.28857922554016113
84.0,1.0,8.0,0.0,4.0,4.0,0.0,0.2544248104095459
63.0,3.0,11.0,1.0,5.0,5.0,0.0,0.35037803649902344
61.0,3.0,13.0,1.0,8.0,3.0,1.0,0.4118218421936035
85.0,1.0,7.0,0.0,3.0,4.0,0.0,0.2230391502380371
73.0,2.0,10.0,3.0,5.0,1.0,1.0,0.31565213203430176
75.0,2.0,8.0,0.0,3.0,3.0,2.0,0.25708913803100586
72.0,2.0,11.0,1.0,2.0,6.0,2.0,0.3526458740234375
68.0,2.0,15.0,5.0,4.0,4.0,2.0,0.47553467750549316
82.0,1.0,10.0,2.0,4.0,4.0,0.0,0.3157970905303955
72.0,2.0,11.0,0.0,5.0,4.0,2.0,0.3507111072540283
84.0,1.0,8.0,4.0,0.0,3.0,1.0,0.2520182132720947
65.0,3.0,9.0,0.0,4.0,4.0,1.0,0.287459135055542
84.0,1.0,8.0,2.0,3.0,3.0,0.0,0.2521169185638428
78.0,1.0,14.0,1.0,8.0,5.0,0.0,0.44285011291503906
59.0,3.0,15.0,2.0,6.0,4.0,3.0,0.5387022495269775
71.0,2.0,12.0,0.0,6.0,4.0,2.0,0.38390016555786133
56.0,4.0,9.0,3.0,3.0,2.0,1.0,0.2843787670135498
75.0,2.0,8.0,3.0,3.0,1.0,1.0,0.2524890899658203
65.0,3.0,9.0,1.0,2.0,4.0,2.0,0.2866060733795166
83.0,1.0,9.0,2.0,3.0,4.0,0.0,0.28519105911254883
74.0,2.0,9.0,0.0,3.0,5.0,1.0,0.28883814811706543
83.0,1.0,9.0,1.0,3.0,5.0,0.0,0.28513097763061523
75.0,2.0,8.0,3.0,0.0,3.0,2.0,0.255033016204834
75.0,2.0,8.0,0.0,2.0,6.0,0.0,0.25455594062805176
76.0,2.0,7.0,1.0,2.0,3.0,1.0,0.2228860855102539
45.0,5.0,11.0,4.0,5.0,1.0,1.0,0.3485078811645508
44.0,5.0,12.0,1.0,2.0,5.0,4.0,0.3847670555114746
84.0,1.0,8.0,0.0,4.0,2.0,2.0,0.2560122013092041
84.0,1.0,8.0,0.0,4.0,2.0,2.0,0.2549118995666504
74.0,1.0,18.0,2.0,7.0,7.0,2.0,0.5730690956115723
82.0,1.0,10.0,3.0,3.0,4.0,0.0,0.3160710334777832
84.0,1.0,8.0,1.0,4.0,2.0,1.0,0.2546088695526123
62.0,3.0,12.0,2.0,1.0,7.0,2.0,0.3812088966369629
82.0,1.0,10.0,2.0,6.0,2.0,0.0,0.3161430358886719
50.0,4.0,15.0,4.0,3.0,6.0,2.0,0.4753899574279785
80.0,1.0,12.0,2.0,5.0,4.0,1.0,0.3801102638244629
58.0,4.0,7.0,1.0,2.0,2.0,2.0,0.2227621078491211
74.0,2.0,9.0,1.0,4.0,4.0,0.0,0.2833230495452881
67.0,3.0,7.0,0.0,3.0,3.0,1.0,0.22719073295593262
69.0,2.0,14.0,0.0,4.0,7.0,3.0,0.4503049850463867
66.0,3.0,8.0,1.0,1.0,5.0,1.0,0.2541980743408203
66.0,3.0,8.0,1.0,4.0,2.0,1.0,0.25362205505371094
59.0,3.0,15.0,2.0,6.0,7.0,0.0,0.47525978088378906
74.0,2.0,9.0,0.0,5.0,4.0,0.0,0.28664088249206543
75.0,2.0,8.0,3.0,3.0,1.0,1.0,0.2533750534057617
65.0,3.0,9.0,0.0,3.0,6.0,0.0,0.29023170471191406
75.0,2.0,8.0,0.0,4.0,4.0,0.0,0.2554178237915039
74.0,2.0,9.0,2.0,3.0,3.0,1.0,0.28585314750671387
83.0,1.0,9.0,2.0,3.0,3.0,1.0,0.2862231731414795
73.0,2.0,10.0,1.0,3.0,5.0,1.0,0.3170921802520752
83.0,1.0,9.0,1.0,2.0,5.0,1.0,0.2856111526489258
55.0,4.0,10.0,2.0,3.0,3.0,2.0,0.3178999423980713
73.0,2.0,10.0,1.0,4.0,4.0,1.0,0.3170597553253174
82.0,1.0,10.0,1.0,3.0,5.0,1.0,0.3181791305541992
76.0,2.0,7.0,1.0,2.0,2.0,2.0,0.22383785247802734
66.0,3.0,8.0,3.0,3.0,2.0,0.0,0.25220298767089844
76.0,2.0,7.0,1.0,4.0,1.0,1.0,0.2230539321899414
76.0,2.0,7.0,0.0,5.0,2.0,0.0,0.22180986404418945
74.0,2.0,9.0,2.0,3.0,1.0,3.0,0.2881298065185547
58.0,3.0,16.0,1.0,6.0,5.0,4.0,0.5109460353851318
83.0,1.0,9.0,1.0,5.0,3.0,0.0,0.28492093086242676
65.0,3.0,9.0,1.0,3.0,4.0,1.0,0.28587794303894043
65.0,3.0,9.0,1.0,6.0,2.0,0.0,0.2848670482635498
73.0,2.0,10.0,1.0,5.0,4.0,0.0,0.3181569576263428
66.0,3.0,8.0,0.0,3.0,4.0,1.0,0.2546839714050293
66.0,3.0,8.0,1.0,4.0,3.0,0.0,0.2523791790008545
83.0,1.0,9.0,1.0,3.0,4.0,1.0,0.28694891929626465
61.0,3.0,13.0,3.0,6.0,2.0,2.0,0.4160730838775635
84.0,1.0,8.0,0.0,4.0,2.0,2.0,0.2552790641784668
75.0,2.0,8.0,2.0,1.0,4.0,1.0,0.25431013107299805
74.0,2.0,9.0,2.0,2.0,4.0,1.0,0.28603601455688477
72.0,2.0,11.0,1.0,7.0,3.0,0.0,0.34958481788635254
84.0,1.0,8.0,1.0,2.0,4.0,1.0,0.25519680976867676
75.0,2.0,8.0,1.0,1.0,5.0,1.0,0.25632619857788086
82.0,1.0,10.0,3.0,4.0,3.0,0.0,0.31639814376831055
75.0,2.0,8.0,0.0,4.0,4.0,0.0,0.25305891036987305
55.0,4.0,10.0,3.0,4.0,1.0,2.0,0.3180868625640869
74.0,2.0,9.0,1.0,3.0,4.0,1.0,0.28740406036376953
74.0,2.0,9.0,1.0,3.0,5.0,0.0,0.2845439910888672
75.0,2.0,8.0,0.0,6.0,2.0,0.0,0.2546570301055908
82.0,1.0,10.0,1.0,6.0,1.0,2.0,0.3194921016693115
50.0,2.0,33.0,7.0,12.0,10.0,4.0,1.0467572212219238
75.0,2.0,8.0,1.0,5.0,2.0,0.0,0.25252604484558105
54.0,4.0,11.0,0.0,3.0,6.0,2.0,0.353222131729126
66.0,3.0,8.0,0.0,3.0,3.0,2.0,0.2573821544647217
35.0,6.0,12.0,1.0,8.0,3.0,0.0,0.37978696823120117
55.0,4.0,10.0,1.0,6.0,3.0,0.0,0.3168458938598633
75.0,1.0,17.0,1.0,6.0,8.0,2.0,0.5430879592895508
74.0,2.0,9.0,1.0,0.0,7.0,1.0,0.28922224044799805
48.0,4.0,17.0,2.0,3.0,11.0,1.0,0.5414891242980957
60.0,3.0,14.0,4.0,3.0,4.0,3.0,0.4452519416809082
55.0,4.0,10.0,2.0,4.0,4.0,0.0,0.3157780170440674
65.0,3.0,9.0,0.0,0.0,6.0,3.0,0.2894270420074463
85.0,1.0,7.0,0.0,3.0,3.0,1.0,0.22411394119262695
66.0,3.0,8.0,1.0,3.0,2.0,2.0,0.2552609443664551
80.0,1.0,12.0,1.0,2.0,8.0,1.0,0.38452982902526855
84.0,1.0,8.0,3.0,3.0,2.0,0.0,0.25174808502197266
85.0,1.0,7.0,1.0,1.0,4.0,1.0,0.22220110893249512
76.0,2.0,7.0,1.0,2.0,3.0,1.0,0.22237801551818848
70.0,2.0,13.0,0.0,5.0,6.0,2.0,0.41556692123413086
73.0,2.0,10.0,1.0,4.0,4.0,1.0,0.3191530704498291
84.0,1.0,8.0,1.0,1.0,3.0,3.0,0.2579612731933594
82.0,1.0,10.0,1.0,2.0,6.0,1.0,0.3182661533355713
69.0,2.0,14.0,1.0,7.0,5.0,1.0,0.4444539546966553
85.0,1.0,7.0,0.0,2.0,5.0,0.0,0.22357392311096191
76.0,2.0,7.0,1.0,3.0,2.0,1.0,0.2231309413909912
63.0,2.0,20.0,2.0,8.0,8.0,2.0,0.6338181495666504
66.0,3.0,8.0,1.0,2.0,5.0,0.0,0.2543330192565918
66.0,3.0,8.0,0.0,4.0,2.0,2.0,0.2557828426361084
84.0,1.0,8.0,0.0,3.0,4.0,1.0,0.25540614128112793
76.0,2.0,7.0,1.0,3.0,3.0,0.0,0.22177410125732422
75.0,2.0,8.0,0.0,2.0,4.0,2.0,0.25749707221984863
79.0,1.0,13.0,1.0,4.0,4.0,4.0,0.4214169979095459
79.0,1.0,13.0,0.0,6.0,3.0,4.0,0.41719698905944824
76.0,2.0,7.0,0.0,3.0,4.0,0.0,0.22236013412475586
84.0,1.0,8.0,3.0,2.0,3.0,0.0,0.253262996673584
76.0,2.0,7.0,3.0,3.0,1.0,0.0,0.21943092346191406
67.0,3.0,7.0,2.0,3.0,1.0,1.0,0.21917510032653809
57.0,4.0,8.0,2.0,2.0,3.0,1.0,0.2531299591064453
67.0,3.0,7.0,2.0,1.0,4.0,0.0,0.22226500511169434
67.0,3.0,7.0,0.0,1.0,5.0,1.0,0.2242729663848877
67.0,3.0,7.0,2.0,2.0,3.0,0.0,0.22286581993103027
44.0,5.0,12.0,0.0,5.0,4.0,3.0,0.3835787773132324
65.0,3.0,9.0,0.0,2.0,7.0,0.0,0.28738975524902344
71.0,2.0,12.0,0.0,4.0,8.0,0.0,0.38220691680908203
76.0,2.0,7.0,0.0,4.0,2.0,1.0,0.22279667854309082
