total_reward,steps_river,num_steps,counts_0miss,counts_1miss,counts_2miss,counts_3miss,wall_clock_time
55.0,2.0,28.0,2.0,8.0,14.0,4.0,0.8930239677429199
66.0,2.0,17.0,1.0,9.0,6.0,1.0,0.5393238067626953
-90.0,11.0,92.0,8.0,42.0,27.0,15.0,2.9298312664031982
-95.0,4.0,160.0,17.0,55.0,74.0,14.0,5.088336944580078
-202.0,13.0,186.0,24.0,73.0,68.0,21.0,5.915175914764404
-216.0,8.0,245.0,36.0,101.0,78.0,30.0,7.795364141464233
81.0,1.0,11.0,3.0,1.0,4.0,3.0,0.3527810573577881
-39.0,8.0,68.0,12.0,23.0,22.0,11.0,2.16337513923645
-112.0,14.0,87.0,12.0,28.0,37.0,10.0,2.766371250152588
-162.0,10.0,173.0,24.0,60.0,58.0,31.0,5.502023935317993
-224.0,9.0,244.0,39.0,80.0,83.0,42.0,7.758509874343872
-99.0,8.0,128.0,18.0,42.0,55.0,13.0,4.062150239944458
72.0,1.0,20.0,2.0,8.0,8.0,2.0,0.6379179954528809
29.0,5.0,27.0,1.0,10.0,10.0,6.0,0.8638179302215576
83.0,1.0,9.0,2.0,3.0,1.0,3.0,0.2875368595123291
41.0,4.0,24.0,5.0,8.0,7.0,4.0,0.7621312141418457
84.0,1.0,8.0,1.0,4.0,2.0,1.0,0.2529149055480957
-409.0,36.0,186.0,22.0,82.0,61.0,21.0,5.95520806312561
60.0,3.0,14.0,2.0,4.0,6.0,2.0,0.44628000259399414
-129.0,16.0,86.0,12.0,31.0,33.0,10.0,2.733949899673462
55.0,3.0,19.0,1.0,3.0,12.0,3.0,0.6059818267822266
-294.0,19.0,224.0,34.0,77.0,76.0,37.0,7.222989082336426
53.0,2.0,30.0,7.0,8.0,13.0,2.0,0.9476017951965332
-229.0,18.0,168.0,11.0,57.0,65.0,35.0,5.3644020557403564
-105.0,10.0,116.0,23.0,41.0,45.0,7.0,3.670327663421631
-223.0,13.0,207.0,27.0,69.0,83.0,28.0,6.649280071258545
-152.0,15.0,118.0,14.0,33.0,53.0,18.0,3.782257080078125
-242.0,15.0,208.0,25.0,78.0,80.0,25.0,6.706453084945679
-432.0,12.0,425.0,63.0,153.0,161.0,48.0,13.479026079177856
-299.0,14.0,274.0,34.0,104.0,98.0,38.0,8.760962009429932
-131.0,7.0,169.0,22.0,67.0,67.0,13.0,5.408828973770142
-2512.0,48.0,2181.0,254.0,815.0,835.0,277.0,69.37728190422058
-746.0,38.0,505.0,61.0,187.0,188.0,69.0,16.018723011016846
-194.0,12.0,187.0,33.0,70.0,65.0,19.0,5.920437574386597
-1199.0,22.0,1102.0,126.0,413.0,433.0,130.0,35.02003574371338
18.0,6.0,29.0,5.0,12.0,9.0,3.0,0.9188179969787598
72.0,2.0,11.0,2.0,5.0,2.0,2.0,0.3495211601257324
-104.0,10.0,115.0,15.0,35.0,45.0,20.0,3.652682065963745
-150.0,15.0,116.0,18.0,43.0,41.0,14.0,3.680511951446533
-271.0,18.0,210.0,28.0,82.0,70.0,30.0,6.661801099777222
-50.0,8.0,79.0,5.0,26.0,35.0,13.0,2.51996111869812
-63.0,7.0,101.0,12.0,37.0,47.0,5.0,3.1976089477539062
73.0,2.0,10.0,0.0,2.0,6.0,2.0,0.32244396209716797
-134.0,7.0,172.0,27.0,58.0,71.0,16.0,5.540562152862549
-775.0,22.0,678.0,88.0,252.0,257.0,81.0,21.467122077941895
37.0,3.0,37.0,3.0,12.0,18.0,4.0,1.176908016204834
-1.0,5.0,57.0,6.0,18.0,29.0,4.0,1.8064730167388916
-279.0,16.0,236.0,36.0,88.0,77.0,35.0,7.499424934387207
-85.0,8.0,114.0,12.0,49.0,44.0,9.0,3.616541862487793
60.0,3.0,14.0,2.0,3.0,8.0,1.0,0.44376182556152344
-204.0,23.0,98.0,8.0,41.0,36.0,13.0,3.115689992904663
25.0,4.0,40.0,7.0,15.0,10.0,8.0,1.2726280689239502
82.0,1.0,10.0,1.0,6.0,2.0,1.0,0.3168370723724365
-18.0,5.0,74.0,7.0,32.0,30.0,5.0,2.3454551696777344
-213.0,9.0,233.0,30.0,89.0,88.0,26.0,7.383268117904663
56.0,2.0,27.0,4.0,11.0,11.0,1.0,0.8548562526702881
83.0,1.0,9.0,2.0,3.0,4.0,0.0,0.28448486328125
61.0,2.0,22.0,1.0,9.0,11.0,1.0,0.7027561664581299
82.0,1.0,10.0,1.0,6.0,2.0,1.0,0.31740593910217285
60.0,3.0,14.0,1.0,4.0,7.0,2.0,0.44660472869873047
27.0,5.0,29.0,4.0,11.0,11.0,3.0,0.9215459823608398
79.0,1.0,13.0,0.0,7.0,3.0,3.0,0.41513705253601074
70.0,2.0,13.0,2.0,7.0,3.0,1.0,0.41060829162597656
37.0,5.0,19.0,4.0,8.0,6.0,1.0,0.6000471115112305
36.0,5.0,20.0,5.0,9.0,3.0,3.0,0.6321289539337158
69.0,2.0,14.0,3.0,4.0,3.0,4.0,0.4459102153778076
78.0,1.0,14.0,3.0,3.0,6.0,2.0,0.44518017768859863
53.0,4.0,12.0,2.0,1.0,3.0,6.0,0.3853130340576172
-26.0,11.0,28.0,4.0,9.0,12.0,3.0,0.8961043357849121
75.0,2.0,8.0,1.0,3.0,3.0,1.0,0.2571227550506592
75.0,1.0,17.0,3.0,9.0,3.0,2.0,0.5387740135192871
65.0,2.0,18.0,1.0,7.0,4.0,6.0,0.5773301124572754
70.0,2.0,13.0,1.0,3.0,6.0,3.0,0.44916510581970215
53.0,3.0,21.0,2.0,7.0,9.0,3.0,0.6741847991943359
16.0,7.0,22.0,5.0,6.0,8.0,3.0,0.7029850482940674
53.0,3.0,21.0,3.0,4.0,10.0,4.0,0.6728739738464355
66.0,2.0,17.0,4.0,5.0,7.0,1.0,0.5512361526489258
80.0,1.0,12.0,1.0,4.0,6.0,1.0,0.3872959613800049
58.0,3.0,16.0,1.0,9.0,3.0,3.0,0.510026216506958
9.0,6.0,38.0,4.0,11.0,21.0,2.0,1.2255299091339111
45.0,5.0,11.0,2.0,6.0,3.0,0.0,0.3507871627807617
42.0,5.0,14.0,3.0,4.0,4.0,3.0,0.44680309295654297
61.0,3.0,13.0,2.0,5.0,6.0,0.0,0.4108240604400635
58.0,3.0,16.0,0.0,7.0,8.0,1.0,0.5132508277893066
74.0,2.0,9.0,2.0,4.0,2.0,1.0,0.28597307205200195
72.0,1.0,20.0,2.0,9.0,6.0,3.0,0.6356058120727539
77.0,1.0,15.0,2.0,4.0,5.0,4.0,0.4788401126861572
66.0,2.0,17.0,1.0,7.0,8.0,1.0,0.5399050712585449
8.0,6.0,39.0,3.0,12.0,19.0,5.0,1.2414789199829102
64.0,2.0,19.0,1.0,10.0,4.0,4.0,0.6060707569122314
-14.0,9.0,34.0,3.0,10.0,12.0,9.0,1.085629940032959
63.0,2.0,20.0,4.0,7.0,7.0,2.0,0.6331610679626465
-339.0,19.0,269.0,25.0,92.0,125.0,27.0,8.544519901275635
-57.0,7.0,95.0,13.0,40.0,33.0,9.0,3.0077812671661377
10.0,3.0,64.0,8.0,15.0,29.0,12.0,2.0375418663024902
63.0,2.0,20.0,1.0,6.0,11.0,2.0,0.6370980739593506
-114.0,9.0,134.0,19.0,52.0,51.0,12.0,4.248840808868408
74.0,2.0,9.0,1.0,5.0,3.0,0.0,0.28925013542175293
75.0,2.0,8.0,1.0,6.0,1.0,0.0,0.2873499393463135
43.0,2.0,40.0,5.0,16.0,19.0,0.0,1.2634608745574951
73.0,2.0,10.0,2.0,4.0,2.0,2.0,0.3184819221496582
79.0,1.0,13.0,3.0,5.0,2.0,3.0,0.4123220443725586
67.0,2.0,16.0,2.0,4.0,7.0,3.0,0.5090150833129883
89.0,0.0,12.0,3.0,4.0,4.0,1.0,0.37954187393188477
60.0,2.0,23.0,1.0,10.0,8.0,4.0,0.7315540313720703
83.0,1.0,9.0,1.0,5.0,3.0,0.0,0.2850351333618164
72.0,2.0,11.0,1.0,5.0,4.0,1.0,0.35117602348327637
82.0,1.0,10.0,2.0,3.0,3.0,2.0,0.31850409507751465
70.0,1.0,22.0,2.0,8.0,10.0,2.0,0.7005059719085693
72.0,2.0,11.0,1.0,4.0,5.0,1.0,0.34972596168518066
74.0,1.0,18.0,3.0,7.0,4.0,4.0,0.5726850032806396
68.0,2.0,15.0,4.0,7.0,2.0,2.0,0.47547221183776855
75.0,2.0,8.0,0.0,3.0,4.0,1.0,0.2561039924621582
63.0,3.0,11.0,1.0,5.0,3.0,2.0,0.3504183292388916
75.0,2.0,8.0,2.0,4.0,2.0,0.0,0.2524230480194092
85.0,1.0,7.0,1.0,1.0,5.0,0.0,0.22331881523132324
54.0,2.0,29.0,6.0,6.0,13.0,4.0,0.9236640930175781
28.0,6.0,19.0,2.0,5.0,11.0,1.0,0.6050558090209961
33.0,1.0,59.0,7.0,21.0,27.0,4.0,1.875779151916504
64.0,3.0,10.0,1.0,4.0,3.0,2.0,0.31913304328918457
69.0,2.0,14.0,2.0,5.0,5.0,2.0,0.44695496559143066
79.0,1.0,13.0,2.0,3.0,6.0,2.0,0.41565895080566406
76.0,2.0,7.0,2.0,3.0,2.0,0.0,0.2235410213470459
84.0,1.0,8.0,1.0,1.0,5.0,1.0,0.257753849029541
65.0,3.0,9.0,2.0,2.0,3.0,2.0,0.28745198249816895
71.0,1.0,21.0,4.0,9.0,6.0,2.0,0.6713240146636963
63.0,3.0,11.0,2.0,4.0,4.0,1.0,0.3508789539337158
50.0,4.0,15.0,0.0,4.0,6.0,5.0,0.48641109466552734
72.0,2.0,11.0,2.0,3.0,5.0,1.0,0.35965585708618164
49.0,4.0,16.0,1.0,8.0,6.0,1.0,0.5087800025939941
52.0,4.0,13.0,4.0,1.0,8.0,0.0,0.41228199005126953
65.0,3.0,9.0,1.0,2.0,6.0,0.0,0.29455018043518066
11.0,8.0,18.0,7.0,8.0,2.0,1.0,0.5655570030212402
61.0,3.0,13.0,1.0,7.0,4.0,1.0,0.41468000411987305
72.0,2.0,11.0,0.0,7.0,2.0,2.0,0.3514389991760254
83.0,1.0,9.0,0.0,5.0,3.0,1.0,0.28732800483703613
62.0,3.0,12.0,1.0,8.0,3.0,0.0,0.39319419860839844
80.0,1.0,12.0,2.0,6.0,3.0,1.0,0.38948702812194824
74.0,2.0,9.0,1.0,2.0,6.0,0.0,0.2863190174102783
52.0,4.0,13.0,3.0,6.0,3.0,1.0,0.41123270988464355
75.0,2.0,8.0,0.0,3.0,3.0,2.0,0.25637316703796387
64.0,3.0,10.0,1.0,4.0,5.0,0.0,0.3169128894805908
74.0,2.0,9.0,1.0,2.0,5.0,1.0,0.2871091365814209
72.0,2.0,11.0,1.0,3.0,4.0,3.0,0.3518798351287842
64.0,3.0,10.0,2.0,4.0,3.0,1.0,0.3168032169342041
71.0,2.0,12.0,0.0,5.0,6.0,1.0,0.3832521438598633
84.0,1.0,8.0,3.0,2.0,2.0,1.0,0.25232887268066406
73.0,2.0,10.0,1.0,5.0,4.0,0.0,0.31673192977905273
70.0,2.0,13.0,2.0,5.0,6.0,0.0,0.41424012184143066
71.0,2.0,12.0,1.0,4.0,7.0,0.0,0.38138294219970703
62.0,2.0,21.0,1.0,7.0,11.0,2.0,0.6702747344970703
82.0,1.0,10.0,0.0,4.0,6.0,0.0,0.3183422088623047
37.0,5.0,19.0,3.0,9.0,4.0,3.0,0.6076738834381104
63.0,3.0,11.0,2.0,4.0,5.0,0.0,0.3484818935394287
74.0,1.0,18.0,2.0,6.0,10.0,0.0,0.5722410678863525
55.0,4.0,10.0,3.0,1.0,4.0,2.0,0.3213179111480713
83.0,1.0,9.0,1.0,2.0,3.0,3.0,0.28940701484680176
83.0,1.0,9.0,1.0,5.0,1.0,2.0,0.2859039306640625
69.0,2.0,14.0,2.0,4.0,4.0,4.0,0.4475059509277344
79.0,1.0,13.0,1.0,6.0,5.0,1.0,0.4123270511627197
71.0,2.0,12.0,1.0,5.0,5.0,1.0,0.3805208206176758
81.0,1.0,11.0,1.0,6.0,4.0,0.0,0.34939098358154297
83.0,1.0,9.0,1.0,7.0,1.0,0.0,0.28346872329711914
77.0,1.0,15.0,0.0,9.0,6.0,0.0,0.4796431064605713
81.0,1.0,11.0,1.0,2.0,6.0,2.0,0.351574182510376
64.0,2.0,19.0,5.0,5.0,8.0,1.0,0.6049981117248535
59.0,3.0,15.0,5.0,4.0,6.0,0.0,0.47283005714416504
48.0,4.0,17.0,3.0,9.0,3.0,2.0,0.5406572818756104
63.0,3.0,11.0,1.0,5.0,4.0,1.0,0.3491370677947998
84.0,1.0,8.0,0.0,2.0,6.0,0.0,0.2545139789581299
84.0,1.0,8.0,1.0,2.0,4.0,1.0,0.2554817199707031
62.0,3.0,12.0,3.0,4.0,3.0,2.0,0.38022518157958984
70.0,2.0,13.0,1.0,2.0,7.0,3.0,0.4178638458251953
85.0,1.0,7.0,1.0,3.0,2.0,1.0,0.22385787963867188
73.0,2.0,10.0,3.0,1.0,5.0,1.0,0.31661128997802734
75.0,2.0,8.0,1.0,4.0,3.0,0.0,0.2534291744232178
72.0,2.0,11.0,1.0,5.0,4.0,1.0,0.35182690620422363
73.0,2.0,10.0,1.0,0.0,5.0,4.0,0.3259010314941406
82.0,1.0,10.0,3.0,5.0,2.0,0.0,0.31456995010375977
61.0,3.0,13.0,3.0,3.0,4.0,3.0,0.41571998596191406
82.0,1.0,10.0,1.0,4.0,4.0,1.0,0.3194880485534668
73.0,2.0,10.0,0.0,4.0,4.0,2.0,0.3193049430847168
74.0,2.0,9.0,2.0,2.0,2.0,3.0,0.2893073558807373
72.0,2.0,11.0,2.0,7.0,2.0,0.0,0.34879112243652344
51.0,4.0,14.0,4.0,6.0,2.0,2.0,0.4469640254974365
84.0,1.0,8.0,1.0,5.0,1.0,1.0,0.25792694091796875
68.0,2.0,15.0,4.0,3.0,6.0,2.0,0.4763460159301758
65.0,3.0,9.0,1.0,6.0,2.0,0.0,0.32028913497924805
65.0,3.0,9.0,1.0,2.0,3.0,3.0,0.28821301460266113
68.0,2.0,15.0,2.0,9.0,4.0,0.0,0.47522997856140137
82.0,1.0,10.0,3.0,3.0,3.0,1.0,0.3354771137237549
57.0,3.0,17.0,4.0,6.0,5.0,2.0,0.5383758544921875
81.0,1.0,11.0,0.0,5.0,5.0,1.0,0.35015201568603516
75.0,2.0,8.0,0.0,4.0,4.0,0.0,0.25464487075805664
72.0,2.0,11.0,0.0,6.0,3.0,2.0,0.35024404525756836
73.0,2.0,10.0,2.0,4.0,3.0,1.0,0.31694698333740234
65.0,3.0,9.0,1.0,6.0,2.0,0.0,0.28450489044189453
75.0,2.0,8.0,0.0,4.0,4.0,0.0,0.25462818145751953
71.0,2.0,12.0,2.0,6.0,2.0,2.0,0.3812699317932129
84.0,1.0,8.0,0.0,5.0,2.0,1.0,0.2555429935455322
80.0,1.0,12.0,1.0,3.0,4.0,4.0,0.39385008811950684
78.0,1.0,14.0,1.0,5.0,7.0,1.0,0.4470062255859375
75.0,2.0,8.0,2.0,2.0,4.0,0.0,0.25806689262390137
87.0,0.0,14.0,2.0,3.0,8.0,1.0,0.4487159252166748
53.0,4.0,12.0,1.0,6.0,4.0,1.0,0.3863348960876465
55.0,4.0,10.0,0.0,5.0,2.0,3.0,0.32236289978027344
54.0,4.0,11.0,2.0,3.0,5.0,1.0,0.35031795501708984
74.0,2.0,9.0,1.0,5.0,2.0,1.0,0.28575897216796875
64.0,2.0,19.0,2.0,7.0,8.0,2.0,0.6062819957733154
90.0,0.0,11.0,3.0,3.0,3.0,2.0,0.34926533699035645
71.0,2.0,12.0,2.0,2.0,5.0,3.0,0.38376903533935547
62.0,3.0,12.0,2.0,6.0,4.0,0.0,0.3797121047973633
72.0,2.0,11.0,1.0,5.0,4.0,1.0,0.3484649658203125
62.0,3.0,12.0,1.0,3.0,4.0,4.0,0.3849616050720215
51.0,4.0,14.0,4.0,6.0,3.0,1.0,0.44239211082458496
83.0,1.0,9.0,1.0,3.0,3.0,2.0,0.2881810665130615
84.0,1.0,8.0,1.0,3.0,3.0,1.0,0.2536959648132324
73.0,2.0,10.0,0.0,3.0,7.0,0.0,0.3197181224822998
44.0,4.0,21.0,1.0,12.0,6.0,2.0,0.6705353260040283
73.0,2.0,10.0,0.0,2.0,7.0,1.0,0.3211197853088379
71.0,2.0,12.0,1.0,4.0,4.0,3.0,0.3852379322052002
75.0,1.0,17.0,2.0,6.0,4.0,5.0,0.5420980453491211
81.0,1.0,11.0,2.0,3.0,6.0,0.0,0.3504979610443115
69.0,2.0,14.0,0.0,5.0,7.0,2.0,0.4457519054412842
80.0,1.0,12.0,0.0,4.0,7.0,1.0,0.3829498291015625
84.0,1.0,8.0,0.0,6.0,2.0,0.0,0.25321507453918457
74.0,2.0,9.0,0.0,5.0,3.0,1.0,0.29169416427612305
73.0,2.0,10.0,2.0,6.0,2.0,0.0,0.31540489196777344
81.0,1.0,11.0,1.0,4.0,3.0,3.0,0.35005807876586914
71.0,2.0,12.0,0.0,6.0,4.0,2.0,0.38237595558166504
78.0,1.0,14.0,1.0,6.0,7.0,0.0,0.44620704650878906
84.0,1.0,8.0,3.0,3.0,1.0,1.0,0.2515709400177002
82.0,1.0,10.0,3.0,4.0,3.0,0.0,0.3175201416015625
63.0,3.0,11.0,3.0,4.0,2.0,2.0,0.3507556915283203
64.0,3.0,10.0,2.0,4.0,2.0,2.0,0.3180978298187256
84.0,1.0,8.0,0.0,4.0,3.0,1.0,0.25609803199768066
75.0,2.0,8.0,1.0,2.0,5.0,0.0,0.2542860507965088
82.0,1.0,10.0,2.0,4.0,4.0,0.0,0.3180732727050781
56.0,3.0,18.0,6.0,7.0,2.0,3.0,0.5731611251831055
81.0,1.0,11.0,3.0,5.0,3.0,0.0,0.34618282318115234
93.0,0.0,8.0,1.0,2.0,4.0,1.0,0.254716157913208
82.0,1.0,10.0,3.0,3.0,4.0,0.0,0.315565824508667
74.0,2.0,9.0,1.0,2.0,3.0,3.0,0.28670477867126465
80.0,1.0,12.0,2.0,6.0,3.0,1.0,0.37952327728271484
83.0,1.0,9.0,1.0,4.0,3.0,1.0,0.2852048873901367
74.0,2.0,9.0,3.0,3.0,2.0,1.0,0.28396010398864746
74.0,2.0,9.0,1.0,3.0,2.0,3.0,0.28752708435058594
82.0,1.0,10.0,2.0,4.0,4.0,0.0,0.31561708450317383
60.0,3.0,14.0,0.0,6.0,5.0,3.0,0.446749210357666
71.0,2.0,12.0,0.0,6.0,5.0,1.0,0.38092589378356934
83.0,1.0,9.0,0.0,3.0,4.0,2.0,0.2877030372619629
36.0,5.0,20.0,3.0,7.0,6.0,4.0,0.6370387077331543
83.0,1.0,9.0,2.0,3.0,4.0,0.0,0.2838401794433594
59.0,3.0,15.0,0.0,5.0,7.0,3.0,0.4774668216705322
71.0,2.0,12.0,2.0,3.0,6.0,1.0,0.38221025466918945
42.0,5.0,14.0,2.0,7.0,3.0,2.0,0.45015501976013184
73.0,2.0,10.0,1.0,3.0,4.0,2.0,0.31895875930786133
70.0,2.0,13.0,3.0,6.0,3.0,1.0,0.4150562286376953
73.0,2.0,10.0,1.0,2.0,5.0,2.0,0.32100605964660645
80.0,1.0,12.0,3.0,5.0,3.0,1.0,0.3832521438598633
84.0,1.0,8.0,1.0,1.0,4.0,2.0,0.2550699710845947
74.0,2.0,9.0,1.0,4.0,3.0,1.0,0.2859468460083008
73.0,2.0,10.0,2.0,2.0,5.0,1.0,0.3174118995666504
84.0,1.0,8.0,1.0,3.0,2.0,2.0,0.25522398948669434
82.0,1.0,10.0,1.0,5.0,3.0,1.0,0.3180532455444336
83.0,1.0,9.0,1.0,6.0,2.0,0.0,0.2847170829772949
76.0,2.0,7.0,0.0,4.0,2.0,1.0,0.2236490249633789
63.0,3.0,11.0,0.0,3.0,6.0,2.0,0.35118699073791504
82.0,1.0,10.0,1.0,2.0,4.0,3.0,0.3198060989379883
75.0,2.0,8.0,2.0,3.0,2.0,1.0,0.2574949264526367
75.0,2.0,8.0,0.0,6.0,2.0,0.0,0.2522270679473877
72.0,2.0,11.0,2.0,3.0,5.0,1.0,0.34841179847717285
91.0,0.0,10.0,1.0,5.0,1.0,3.0,0.32036399841308594
73.0,2.0,10.0,3.0,6.0,0.0,1.0,0.31594419479370117
73.0,2.0,10.0,3.0,3.0,4.0,0.0,0.31937098503112793
83.0,1.0,9.0,1.0,5.0,2.0,1.0,0.28685998916625977
83.0,1.0,9.0,1.0,3.0,3.0,2.0,0.28841114044189453
43.0,5.0,13.0,1.0,4.0,4.0,4.0,0.41949915885925293
83.0,1.0,9.0,3.0,3.0,1.0,2.0,0.2850790023803711
79.0,1.0,13.0,2.0,5.0,5.0,1.0,0.41231822967529297
74.0,2.0,9.0,2.0,5.0,2.0,0.0,0.2844429016113281
69.0,2.0,14.0,5.0,5.0,1.0,3.0,0.44297313690185547
81.0,1.0,11.0,1.0,4.0,5.0,1.0,0.34822893142700195
77.0,1.0,15.0,2.0,5.0,5.0,3.0,0.4770169258117676
74.0,2.0,9.0,1.0,3.0,5.0,0.0,0.28502798080444336
74.0,2.0,9.0,3.0,2.0,2.0,2.0,0.28425121307373047
74.0,2.0,9.0,1.0,4.0,3.0,1.0,0.286787748336792
72.0,2.0,11.0,1.0,4.0,4.0,2.0,0.351377010345459
82.0,1.0,10.0,1.0,5.0,4.0,0.0,0.31694602966308594
56.0,4.0,9.0,2.0,3.0,1.0,3.0,0.28813910484313965
53.0,4.0,12.0,3.0,5.0,2.0,2.0,0.38229870796203613
72.0,2.0,11.0,4.0,2.0,4.0,1.0,0.3484060764312744
52.0,4.0,13.0,4.0,2.0,5.0,2.0,0.4155290126800537
72.0,2.0,11.0,3.0,4.0,3.0,1.0,0.34763193130493164
62.0,3.0,12.0,1.0,3.0,3.0,5.0,0.38442301750183105
73.0,2.0,10.0,1.0,4.0,4.0,1.0,0.3164668083190918
83.0,1.0,9.0,2.0,3.0,2.0,2.0,0.2859170436859131
64.0,2.0,19.0,1.0,6.0,9.0,3.0,0.6055920124053955
64.0,3.0,10.0,0.0,4.0,5.0,1.0,0.3191182613372803
73.0,2.0,10.0,1.0,3.0,3.0,3.0,0.3191959857940674
83.0,1.0,9.0,2.0,2.0,5.0,0.0,0.2841939926147461
82.0,1.0,10.0,1.0,6.0,3.0,0.0,0.31589579582214355
63.0,3.0,11.0,2.0,2.0,5.0,2.0,0.34926629066467285
80.0,1.0,12.0,1.0,6.0,4.0,1.0,0.38104701042175293
71.0,2.0,12.0,3.0,8.0,1.0,0.0,0.3810567855834961
67.0,2.0,16.0,1.0,8.0,4.0,3.0,0.5131981372833252
72.0,2.0,11.0,1.0,4.0,5.0,1.0,0.3524210453033447
67.0,2.0,16.0,2.0,2.0,12.0,0.0,0.5422160625457764
51.0,4.0,14.0,1.0,5.0,6.0,2.0,0.447314977645874
72.0,2.0,11.0,2.0,4.0,3.0,2.0,0.3515949249267578
