PS,PW,MM,theta,t-color,t-in,t-out,IM,NC,K,p-shuf,max-iters,eps,a,g,seed,num_episodes,mean_total_reward,mean_steps_river,mean_path_length,mean_wallclock_time,mean20_total_reward,mean20_steps_river,mean20_path_length,mean20_wallclock_time
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,1.0,0.0,50000.0,0.05,0.0,0.5,2,40,-2518.625,155.325,1221.7,10.298398369550705,-2834.0,176.1,1350.1,11.507972872257232
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,1.0,0.0,50000.0,0.05,0.0,1.0,0,35,-2907.5142857142855,179.05714285714285,1397.0,11.559077501296997,-3174.25,199.8,1477.05,12.383967614173889
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,1.0,0.0,50000.0,0.05,0.0,1.0,1,37,-2685.5135135135133,164.05405405405406,1310.027027027027,10.989855792071369,-3645.3,216.45,1798.25,15.209461081027985
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,1.0,0.0,50000.0,0.05,0.0,1.0,2,40,-2518.625,155.325,1221.7,10.13402292728424,-2834.0,176.1,1350.1,11.381870603561401
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,1.0,0.0,50000.0,0.05,1.0,0.0,0,34,-1298.0882352941176,5.264705882352941,1351.7058823529412,11.41999175268061,-1432.0,2.45,1510.95,12.894276309013367
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,1.0,0.0,50000.0,0.05,1.0,0.0,1,25,-1811.24,7.64,1843.48,15.595879011154175,-2049.65,6.55,2091.7,17.791042256355286
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,1.0,0.0,50000.0,0.05,1.0,0.0,2,43,-1069.6976744186047,4.930232558139535,1126.3255813953488,9.51154767080795,-1069.35,3.15,1142.0,9.743295562267303
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,1.0,0.0,50000.0,0.05,1.0,0.5,0,1044,49.633141762452105,0.3936781609195402,47.82375478927203,0.4677307843248506,-20.6,0.75,114.85,1.12707576751709
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,1.0,0.0,50000.0,0.05,1.0,0.5,1,1058,50.555765595463136,0.3667296786389414,47.14366729678639,0.4628186768980693,53.35,0.4,44.05,0.4500877380371094
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,1.0,0.0,50000.0,0.05,1.0,0.5,2,1151,54.29539530842745,0.3631624674196351,43.43614248479583,0.4259803208136538,74.9,0.2,24.3,0.23713258504867554
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,1.0,0.0,50000.0,0.05,1.0,1.0,0,101,-417.26732673267327,4.138613861386139,481.019801980198,4.340302464985611,-416.65,2.2,497.85,4.515854024887085
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,1.0,0.0,50000.0,0.05,1.0,1.0,1,226,-138.4070796460177,2.0398230088495577,221.0486725663717,1.979422625187224,-339.75,3.15,412.4,3.707741677761078
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,1.0,0.0,50000.0,0.05,1.0,1.0,2,220,-175.47272727272727,5.713636363636364,225.05,2.0090813300826333,-427.9,5.25,481.65,4.312323820590973
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,1.0,0.0,50000.0,0.0,0.0,0.0,0,32,-3040.59375,186.90625,1459.4375,11.752803973853588,-2519.65,161.0,1171.65,9.464498507976533
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,1.0,0.0,50000.0,0.0,0.0,0.0,1,35,-2779.285714285714,168.82857142857142,1360.8285714285714,11.065030772345407,-3071.05,184.2,1514.25,12.375717389583588
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,1.0,0.0,50000.0,0.0,0.0,0.0,2,42,-2272.6666666666665,135.85714285714286,1150.952380952381,9.461417987233116,-2462.5,133.05,1366.05,11.286470019817353
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,1.0,0.0,50000.0,0.0,0.0,0.5,0,32,-3040.59375,186.90625,1459.4375,11.608826778829098,-2519.65,161.0,1171.65,9.356740522384644
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,1.0,0.0,50000.0,0.0,0.0,0.5,1,35,-2779.285714285714,168.82857142857142,1360.8285714285714,10.783567564828056,-3071.05,184.2,1514.25,11.97144740819931
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,1.0,0.0,50000.0,0.0,0.0,0.5,2,42,-2272.6666666666665,135.85714285714286,1150.952380952381,9.054149826367697,-2462.5,133.05,1366.05,10.725194418430329
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,1.0,0.0,50000.0,0.0,0.0,1.0,0,32,-3040.59375,186.90625,1459.4375,11.35711370408535,-2519.65,161.0,1171.65,9.131736981868745
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,1.0,0.0,50000.0,0.0,0.0,1.0,1,35,-2779.285714285714,168.82857142857142,1360.8285714285714,10.667931004932948,-3071.05,184.2,1514.25,11.869723522663117
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,1.0,0.0,50000.0,0.0,0.0,1.0,2,42,-2272.6666666666665,135.85714285714286,1150.952380952381,9.026167097545805,-2462.5,133.05,1366.05,10.721530795097351
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,1.0,0.0,50000.0,0.0,1.0,0.0,0,22,-1976.2727272727273,5.818181818181818,2024.909090909091,17.205503810535777,-2057.5,5.2,2111.7,17.993341648578642
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,1.0,0.0,50000.0,0.0,1.0,0.0,1,20,-1442.5,6.35,1486.35,12.735098707675935,-1442.5,6.35,1486.35,12.735098707675935
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,1.0,0.0,50000.0,0.0,1.0,0.0,2,31,-1500.741935483871,4.580645161290323,1560.516129032258,13.408345853128742,-2212.35,3.55,2281.4,19.66307179927826
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,1.0,0.0,50000.0,0.0,1.0,0.5,0,1559,67.58370750481077,0.1507376523412444,32.05965362411803,0.27674033215139215,73.95,0.0,27.05,0.2371183753013611
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,1.0,0.0,50000.0,0.0,1.0,0.5,1,1001,48.43356643356643,0.2937062937062937,49.92307692307692,0.4285307478356909,64.8,0.25,33.95,0.29638596773147585
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,1.0,0.0,50000.0,0.0,1.0,0.5,2,708,27.120056497175142,0.3672316384180791,70.57485875706215,0.6065269109219481,-24.35,0.1,124.45,1.0814148783683777
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,1.0,0.0,50000.0,0.0,1.0,1.0,0,1537,61.09368900455433,0.8204294079375407,32.52244632400781,0.3216708129927487,79.25,0.0,21.75,0.2219543695449829
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,1.0,0.0,50000.0,0.0,1.0,1.0,1,1350,57.83111111111111,0.682962962962963,37.022222222222226,0.3590168567940041,78.65,0.15,21.0,0.2101529479026794
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,1.0,0.0,50000.0,0.0,1.0,1.0,2,1424,58.445926966292134,0.8279494382022472,35.10252808988764,0.3461920948845617,77.1,1.0,14.9,0.1543280959129333
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,1.0,0.1,50000.0,0.05,0.0,0.0,0,35,-2907.5142857142855,179.05714285714285,1397.0,11.191146448680334,-3174.25,199.8,1477.05,11.956728541851044
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,1.0,0.1,50000.0,0.05,0.0,0.0,1,37,-2685.5135135135133,164.05405405405406,1310.027027027027,10.532800455351133,-3645.3,216.45,1798.25,14.565071439743042
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,1.0,0.1,50000.0,0.05,0.0,0.0,2,40,-2518.625,155.325,1221.7,9.817873728275298,-2834.0,176.1,1350.1,10.982006323337554
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,1.0,0.1,50000.0,0.05,0.0,0.5,0,35,-2907.5142857142855,179.05714285714285,1397.0,11.75779276575361,-3174.25,199.8,1477.05,12.551598632335663
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,1.0,0.1,50000.0,0.05,0.0,0.5,1,37,-2685.5135135135133,164.05405405405406,1310.027027027027,11.103884825835356,-3645.3,216.45,1798.25,15.367415416240693
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,1.0,0.1,50000.0,0.05,0.0,0.5,2,40,-2518.625,155.325,1221.7,10.310647124052048,-2834.0,176.1,1350.1,11.523345232009888
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,1.0,0.1,50000.0,0.05,0.0,1.0,0,35,-2907.5142857142855,179.05714285714285,1397.0,11.459517335891723,-3174.25,199.8,1477.05,12.293065583705902
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,1.0,0.1,50000.0,0.05,0.0,1.0,1,37,-2685.5135135135133,164.05405405405406,1310.027027027027,10.655876539848947,-3645.3,216.45,1798.25,14.706598794460296
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,1.0,0.1,50000.0,0.05,0.0,1.0,2,40,-2518.625,155.325,1221.7,10.114231806993484,-2834.0,176.1,1350.1,11.279995274543761
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,1.0,0.1,50000.0,0.05,1.0,0.0,0,34,-1298.0882352941176,5.264705882352941,1351.7058823529412,11.413751412840451,-1432.0,2.45,1510.95,12.915151345729829
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,1.0,0.1,50000.0,0.05,1.0,0.0,1,25,-1811.24,7.64,1843.48,15.630461292266846,-2049.65,6.55,2091.7,17.827697372436525
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,1.0,0.1,50000.0,0.05,1.0,0.0,2,43,-1069.6976744186047,4.930232558139535,1126.3255813953488,9.498235752416212,-1069.35,3.15,1142.0,9.743390905857087
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,1.0,0.1,50000.0,0.05,1.0,0.5,0,1044,49.633141762452105,0.3936781609195402,47.82375478927203,0.416709222556074,-20.6,0.75,114.85,1.0148762941360474
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,1.0,0.1,50000.0,0.05,1.0,0.5,1,1058,50.555765595463136,0.3667296786389414,47.14366729678639,0.4148204619582524,53.35,0.4,44.05,0.395121169090271
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,1.0,0.1,50000.0,0.05,1.0,0.5,2,1151,54.29539530842745,0.3631624674196351,43.43614248479583,0.38110288136115184,74.9,0.2,24.3,0.21688809394836422
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,1.0,0.1,50000.0,0.05,1.0,1.0,0,101,-417.26732673267327,4.138613861386139,481.019801980198,4.3104216556737915,-416.65,2.2,497.85,4.480990827083588
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,1.0,0.1,50000.0,0.05,1.0,1.0,1,226,-138.4070796460177,2.0398230088495577,221.0486725663717,1.9659931754643938,-339.75,3.15,412.4,3.6869109153747557
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,1.0,0.1,50000.0,0.05,1.0,1.0,2,220,-175.47272727272727,5.713636363636364,225.05,1.9855890945954757,-427.9,5.25,481.65,4.238049697875977
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,1.0,0.1,50000.0,0.0,0.0,0.0,0,32,-3040.59375,186.90625,1459.4375,11.304896838963032,-2519.65,161.0,1171.65,9.109866893291473
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,1.0,0.1,50000.0,0.0,0.0,0.0,1,35,-2779.285714285714,168.82857142857142,1360.8285714285714,10.55077383177621,-3071.05,184.2,1514.25,11.76648199558258
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,1.0,0.1,50000.0,0.0,0.0,0.0,2,42,-2272.6666666666665,135.85714285714286,1150.952380952381,8.912902599289303,-2462.5,133.05,1366.05,10.597744250297547
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,1.0,0.1,50000.0,0.0,0.0,0.5,0,32,-3040.59375,186.90625,1459.4375,11.382859885692596,-2519.65,161.0,1171.65,9.029759764671326
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,1.0,0.1,50000.0,0.0,0.0,0.5,1,35,-2779.285714285714,168.82857142857142,1360.8285714285714,10.524058587210519,-3071.05,184.2,1514.25,11.715593695640564
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,1.0,0.1,50000.0,0.0,0.0,0.5,2,42,-2272.6666666666665,135.85714285714286,1150.952380952381,8.975973884264628,-2462.5,133.05,1366.05,10.74406807422638
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,1.0,0.1,50000.0,0.0,0.0,1.0,0,32,-3040.59375,186.90625,1459.4375,11.1378378495574,-2519.65,161.0,1171.65,8.953341805934906
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,1.0,0.1,50000.0,0.0,0.0,1.0,1,35,-2779.285714285714,168.82857142857142,1360.8285714285714,10.385985606057304,-3071.05,184.2,1514.25,11.565485966205596
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,1.0,0.1,50000.0,0.0,0.0,1.0,2,42,-2272.6666666666665,135.85714285714286,1150.952380952381,8.78978975613912,-2462.5,133.05,1366.05,10.458672988414765
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,1.0,0.1,50000.0,0.0,1.0,0.0,0,22,-1976.2727272727273,5.818181818181818,2024.909090909091,17.403278773481194,-2057.5,5.2,2111.7,18.192934608459474
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,1.0,0.1,50000.0,0.0,1.0,0.0,1,20,-1442.5,6.35,1486.35,12.645839822292327,-1442.5,6.35,1486.35,12.645839822292327
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,1.0,0.1,50000.0,0.0,1.0,0.0,2,31,-1500.741935483871,4.580645161290323,1560.516129032258,13.428014570666898,-2212.35,3.55,2281.4,19.69258188009262
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,1.0,0.1,50000.0,0.0,1.0,0.5,0,1559,67.58370750481077,0.1507376523412444,32.05965362411803,0.2758601926090321,73.95,0.0,27.05,0.23578411340713495
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,1.0,0.1,50000.0,0.0,1.0,0.5,1,1001,48.43356643356643,0.2937062937062937,49.92307692307692,0.42963967718682683,64.8,0.25,33.95,0.2973805069923401
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,1.0,0.1,50000.0,0.0,1.0,0.5,2,708,27.120056497175142,0.3672316384180791,70.57485875706215,0.6078541794065702,-24.35,0.1,124.45,1.0911201119422913
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,1.0,0.1,50000.0,0.0,1.0,1.0,0,1537,61.09368900455433,0.8204294079375407,32.52244632400781,0.3148503171676308,79.25,0.0,21.75,0.21790258884429928
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,1.0,0.1,50000.0,0.0,1.0,1.0,1,1350,57.83111111111111,0.682962962962963,37.022222222222226,0.36243915169327345,78.65,0.15,21.0,0.20656971931457516
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,1.0,0.1,50000.0,0.0,1.0,1.0,2,1424,58.445926966292134,0.8279494382022472,35.10252808988764,0.34395079482137486,77.1,1.0,14.9,0.15354435443878173
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,5.0,0.0,50000.0,0.05,0.0,0.0,0,46,-2238.1521739130435,140.1086956521739,1078.1739130434783,44.45411559291508,-2371.0,137.7,1232.7,51.304340469837186
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,5.0,0.0,50000.0,0.05,0.0,0.0,1,54,-1826.6296296296296,111.96296296296296,919.9629629629629,37.7033926292702,-1717.4,106.45,860.35,35.74115898609161
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,5.0,0.0,50000.0,0.05,0.0,0.0,2,46,-2138.891304347826,129.91304347826087,1070.6739130434783,44.000395764475286,-2151.0,129.35,1087.85,45.2300408244133
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,5.0,0.0,50000.0,0.05,0.0,0.5,0,46,-2238.1521739130435,140.1086956521739,1078.1739130434783,45.14010031326957,-2371.0,137.7,1232.7,52.243143546581265
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,5.0,0.0,50000.0,0.05,0.0,0.5,1,54,-1826.6296296296296,111.96296296296296,919.9629629629629,38.36710981527964,-1717.4,106.45,860.35,36.15997576713562
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,5.0,0.0,50000.0,0.05,0.0,0.5,2,46,-2138.891304347826,129.91304347826087,1070.6739130434783,44.42132536742998,-2151.0,129.35,1087.85,45.66560240983963
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,5.0,0.0,50000.0,0.05,0.0,1.0,0,46,-2238.1521739130435,140.1086956521739,1078.1739130434783,50.988423347473145,-2371.0,137.7,1232.7,59.019463908672336
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,5.0,0.0,50000.0,0.05,0.0,1.0,1,54,-1826.6296296296296,111.96296296296296,919.9629629629629,43.32486240952103,-1717.4,106.45,860.35,40.96827600002289
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,5.0,0.0,50000.0,0.05,0.0,1.0,2,46,-2138.891304347826,129.91304347826087,1070.6739130434783,50.30141283118206,-2151.0,129.35,1087.85,51.602271151542666
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,5.0,0.0,50000.0,0.05,1.0,0.0,0,62,-699.4032258064516,3.596774193548387,768.0322580645161,40.184458544177396,-983.05,1.0,1075.05,56.506193172931674
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,5.0,0.0,50000.0,0.05,1.0,0.0,1,67,-660.1343283582089,3.4029850746268657,730.5074626865671,38.3542996449257,-886.15,0.9,979.05,51.78166646957398
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,5.0,0.0,50000.0,0.05,1.0,0.0,2,77,-570.2727272727273,2.5844155844155843,648.012987012987,33.93067304190103,-580.65,0.75,674.9,35.46178412437439
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,5.0,0.0,50000.0,0.05,1.0,0.5,0,2961,83.0226274907126,0.12158054711246201,16.883147585275246,0.8543302498327563,84.65,0.1,15.45,0.7901715517044068
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,5.0,0.0,50000.0,0.05,1.0,0.5,1,2952,82.95257452574526,0.12330623306233063,16.937669376693766,0.8589141167760864,86.6,0.1,13.5,0.6892634153366088
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,5.0,0.0,50000.0,0.05,1.0,0.5,2,2917,82.68632156324992,0.13061364415495372,17.138155639355503,0.8618078414896069,84.85,0.15,14.8,0.7518314480781555
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,5.0,0.0,50000.0,0.05,1.0,1.0,0,4055,72.07595561035758,1.8438964241676943,12.328976572133168,0.5614849258733295,79.7,1.3,9.6,0.43842320442199706
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,5.0,0.0,50000.0,0.05,1.0,1.0,1,3375,72.21392592592592,1.5525925925925925,14.812740740740741,0.7013396043424253,24.6,4.25,38.15,1.8160864949226379
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,5.0,0.0,50000.0,0.05,1.0,1.0,2,3716,74.4940796555436,1.4502152852529602,13.453982777179764,0.6503969853737895,80.95,1.15,9.7,0.4704060196876526
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,5.0,0.0,50000.0,0.0,0.0,0.0,0,38,-2635.0,167.94736842105263,1224.4736842105262,48.53548162861874,-2991.3,185.75,1420.55,56.26843863725662
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,5.0,0.0,50000.0,0.0,0.0,0.0,1,39,-2515.5128205128203,148.71794871794873,1278.051282051282,51.796892911959915,-3034.35,176.5,1546.85,63.770767951011656
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,5.0,0.0,50000.0,0.0,0.0,0.0,2,41,-2316.0731707317073,142.85365853658536,1131.3902439024391,46.61118026477535,-2023.05,113.95,1098.5,45.278610825538635
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,5.0,0.0,50000.0,0.0,0.0,0.5,0,38,-2635.0,167.94736842105263,1224.4736842105262,54.407243728637695,-2991.3,185.75,1420.55,63.24317588806152
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,5.0,0.0,50000.0,0.0,0.0,0.5,1,39,-2515.5128205128203,148.71794871794873,1278.051282051282,56.81303963294396,-3034.35,176.5,1546.85,68.81965783834457
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,5.0,0.0,50000.0,0.0,0.0,0.5,2,41,-2316.0731707317073,142.85365853658536,1131.3902439024391,50.9509043460939,-2023.05,113.95,1098.5,49.65225989818573
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,5.0,0.0,50000.0,0.0,0.0,1.0,0,38,-2635.0,167.94736842105263,1224.4736842105262,55.494893400292646,-2991.3,185.75,1420.55,64.36484831571579
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,5.0,0.0,50000.0,0.0,0.0,1.0,1,39,-2515.5128205128203,148.71794871794873,1278.051282051282,57.49113629414485,-3034.35,176.5,1546.85,69.60015765428543
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,5.0,0.0,50000.0,0.0,0.0,1.0,2,41,-2316.0731707317073,142.85365853658536,1131.3902439024391,50.49842566397132,-2023.05,113.95,1098.5,48.7578751206398
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,5.0,0.0,50000.0,0.0,1.0,0.0,0,81,-520.5308641975308,1.9753086419753085,603.7530864197531,30.162101024462853,-347.4,0.05,447.95,22.4719074010849
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,5.0,0.0,50000.0,0.0,1.0,0.0,1,58,-770.948275862069,2.6379310344827585,848.2068965517242,42.10953206851565,-1350.7,0.95,1443.15,72.59644223451615
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,5.0,0.0,50000.0,0.0,1.0,0.0,2,89,-455.2808988764045,1.7752808988764044,540.3033707865169,26.335455144389293,-717.15,0.1,817.25,39.09031734466553
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,5.0,0.0,50000.0,0.0,1.0,0.5,0,3165,84.6388625592417,0.06287519747235387,15.79526066350711,0.8201987462397812,87.65,0.05,12.9,0.6723388075828552
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,5.0,0.0,50000.0,0.0,1.0,0.5,1,3261,84.89543084943269,0.08586323213738117,15.33180006133088,0.7794231374144591,87.4,0.05,13.15,0.6712021231651306
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,5.0,0.0,50000.0,0.0,1.0,0.5,2,3139,84.50207072316024,0.06339598598279707,15.927365402994583,0.8069222609910968,86.35,0.0,14.65,0.7493441820144653
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,5.0,0.0,50000.0,0.0,1.0,1.0,0,2801,74.20171367368796,0.9942877543734381,17.84969653695109,0.8632183935505201,46.65,1.9,37.25,1.806119477748871
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,5.0,0.0,50000.0,0.0,1.0,1.0,1,3768,67.74601910828025,2.2208067940552016,13.26671974522293,0.6469500357811112,44.95,4.35,16.9,0.8275370955467224
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,5.0,0.0,50000.0,0.0,1.0,1.0,2,4110,74.65888077858881,1.575912408759124,12.157907542579075,0.5835043306188282,60.0,1.8,24.8,1.1915679335594178
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,5.0,0.1,50000.0,0.05,0.0,0.0,0,59,-1755.5593220338983,113.83050847457628,832.0847457627119,34.26581069170418,-1790.35,116.4,843.75,35.2434702038765
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,5.0,0.1,50000.0,0.05,0.0,0.0,1,49,-2118.265306122449,134.87755102040816,1005.3673469387755,41.22398965699332,-2031.15,129.0,971.15,40.390533566474915
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,5.0,0.1,50000.0,0.05,0.0,0.0,2,58,-1581.655172413793,95.74137931034483,820.9827586206897,33.49699247294459,-1506.5,92.6,774.1,31.941700339317322
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,5.0,0.1,50000.0,0.05,0.0,0.5,0,59,-1755.5593220338983,113.83050847457628,832.0847457627119,34.64775679071071,-1790.35,116.4,843.75,35.67751399278641
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,5.0,0.1,50000.0,0.05,0.0,0.5,1,49,-2118.265306122449,134.87755102040816,1005.3673469387755,42.17498425074986,-2031.15,129.0,971.15,41.31816884279251
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,5.0,0.1,50000.0,0.05,0.0,0.5,2,58,-1581.655172413793,95.74137931034483,820.9827586206897,34.40917411343805,-1506.5,92.6,774.1,32.776752746105196
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,5.0,0.1,50000.0,0.05,0.0,1.0,0,59,-1755.5593220338983,113.83050847457628,832.0847457627119,39.43506608170978,-1790.35,116.4,843.75,40.35843954086304
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,5.0,0.1,50000.0,0.05,0.0,1.0,1,49,-2118.265306122449,134.87755102040816,1005.3673469387755,47.30968448580528,-2031.15,129.0,971.15,45.926823425292966
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,5.0,0.1,50000.0,0.05,0.0,1.0,2,58,-1581.655172413793,95.74137931034483,820.9827586206897,34.516615214018984,-1506.5,92.6,774.1,32.264548325538634
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,5.0,0.1,50000.0,0.05,1.0,0.0,0,57,-737.7719298245614,3.6140350877192984,806.2456140350877,41.845108120064985,-1281.7,1.2,1371.9,71.10851043462753
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,5.0,0.1,50000.0,0.05,1.0,0.0,1,59,-773.7457627118644,3.305084745762712,845.0,39.96204556853084,-1433.65,0.8,1527.45,71.11728509664536
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,5.0,0.1,50000.0,0.05,1.0,0.0,2,111,-353.56756756756755,1.9189189189189189,437.2972972972973,20.111442434895146,-559.7,0.35,657.55,30.378878509998323
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,5.0,0.1,50000.0,0.05,1.0,0.5,0,2976,83.08064516129032,0.12466397849462366,16.797379032258064,0.8469597249422022,84.95,0.3,13.35,0.6255242824554443
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,5.0,0.1,50000.0,0.05,1.0,0.5,1,2882,82.59680777238029,0.11727966689798751,17.34767522553782,0.8011050149850097,84.95,0.05,15.6,0.6984434962272644
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,5.0,0.1,50000.0,0.05,1.0,0.5,2,2937,82.57473612529792,0.15628192032686414,17.0187265917603,0.7557974222122832,85.15,0.1,14.95,0.6579171061515808
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,5.0,0.1,50000.0,0.05,1.0,1.0,0,4195,74.66650774731824,1.601668653158522,11.918474374255066,0.5751326169956285,67.5,2.0,15.5,0.7321232557296753
0.0,0.1,MCAR,0.2,,,,joint-conservative,1.0,5.0,0.1,50000.0,0.05,1.0,1.0,1,3432,71.64189976689977,1.6433566433566433,14.567890442890443,0.6494864818655249,66.1,2.25,14.65,0.6531174898147583
